sample_index,split,label,original_label_id,unified_token_id,signer_id,video,original_active_frames,prepared_frames,start,end
396,train,Function,67,749,02,function_02_1.MOV,119,119,42485,42604
397,train,Function,67,749,02,function_02_2.MOV,171,171,42604,42775
398,train,Function,67,749,07,function_07_1.mp4,178,178,42775,42953
399,train,Graphics,68,750,02,Graphics_02_1.MOV,246,200,42953,43153
400,train,Graphics,68,750,02,Graphics_02_2.MOV,116,116,43153,43269
401,test,Graphics,68,750,03,Graphics_03_1.MOV,120,120,43269,43389
402,test,Graphics,68,750,03,Graphics_03_2.MOV,234,200,43389,43589
403,validation,Graphics,68,750,05,Graphics_05_1.MOV,116,116,43589,43705
404,validation,Graphics,68,750,05,Graphics_05_2.MOV,125,125,43705,43830
405,test,Hashtag,69,751,01,Hashtag_01_1.MOV,72,72,43830,43902
406,test,Hashtag,69,751,01,Hashtag_01_2.MOV,136,136,43902,44038
407,validation,Hashtag,69,751,05,Hashtag_05_1.MOV,72,72,44038,44110
408,validation,Hashtag,69,751,05,Hashtag_05_2.MOV,94,94,44110,44204
409,train,Hashtag,69,751,06,Hashtag_06_1.MOV,73,73,44204,44277
410,train,Hashtag,69,751,06,Hashtag_06_2.MOV,88,88,44277,44365
411,test,Higher,70,752,01,Higher_01_1.MOV,86,86,44365,44451
412,test,Higher,70,752,01,Higher_01_2.MOV,142,142,44451,44593
413,test,Higher,70,752,03,Higher_03_1.MOV,52,52,44593,44645
414,test,Higher,70,752,03,Higher_03_2.MOV,76,76,44645,44721
415,train,Higher,70,752,06,Higher_06_1.MOV,70,70,44721,44791
416,train,Higher,70,752,06,Higher_06_2.MOV,84,84,44791,44875
417,test,Hold,71,753,01,Hold_01_1.MOV,123,123,44875,44998
418,test,Hold,71,753,01,Hold_01_2.MOV,179,179,44998,45177
419,validation,Hold,71,753,05,Hold_05_1.MOV,79,79,45177,45256
420,validation,Hold,71,753,05,Hold_05_2.MOV,92,92,45256,45348
421,train,Hold,71,753,06,Hold_06_1.MOV,68,68,45348,45416
422,train,Hold,71,753,06,Hold_06_2.MOV,102,102,45416,45518
423,train,Id- identifier,72,754,02,Id- identifier_02_1.MOV,167,167,45518,45685
424,train,Id- identifier,72,754,02,Id- identifier_02_2.MOV,107,107,45685,45792
425,test,Id- identifier,72,754,03,Id- identifier_03_1.MOV,101,101,45792,45893
426,test,Id- identifier,72,754,03,Id- identifier_03_2.MOV,129,129,45893,46022
427,validation,Id- identifier,72,754,05,Id- identifier_05_1.MOV,114,114,46022,46136
428,validation,Id- identifier,72,754,05,Id- identifier_05_2.MOV,106,106,46136,46242
429,test,If,73,755,01,If_01_1.MOV,103,103,46242,46345
430,test,If,73,755,01,If_01_2.MOV,141,141,46345,46486
431,validation,If,73,755,05,If_05_1.MOV,94,94,46486,46580
432,validation,If,73,755,05,If_05_2.MOV,112,112,46580,46692
433,train,If,73,755,06,If_06_1.MOV,93,93,46692,46785
434,train,If,73,755,06,If_06_2.MOV,120,120,46785,46905
435,train,Inaccessible,74,756,02,Inaccessible_02_1.MOV,140,140,46905,47045
436,train,Inaccessible,74,756,02,Inaccessible_02_2.MOV,69,69,47045,47114
437,test,Inaccessible,74,756,03,Inaccessible_03_1.MOV,155,155,47114,47269
438,test,Inaccessible,74,756,03,Inaccessible_03_2.MOV,78,78,47269,47347
439,validation,Inaccessible,74,756,05,Inaccessible_05_1.MOV,78,78,47347,47425
440,validation,Inaccessible,74,756,05,Inaccessible_05_2.MOV,96,96,47425,47521
441,test,Include,75,757,03,include_03_1.MOV,117,117,47521,47638
442,test,Include,75,757,03,include_03_2.MOV,155,155,47638,47793
443,validation,Include,75,757,05,include_05_1.MOV,129,129,47793,47922
444,validation,Include,75,757,05,include_05_2.MOV,90,90,47922,48012
445,train,Include,75,757,06,include_06_1.MOV,118,118,48012,48130
446,train,Include,75,757,06,include_06_2.MOV,97,97,48130,48227
447,test,Index,76,758,01,Index_01_1.MOV,96,96,48227,48323
448,test,Index,76,758,01,Index_01_2.MOV,154,154,48323,48477
449,validation,Index,76,758,05,Index_05_1.MOV,109,109,48477,48586
450,validation,Index,76,758,05,Index_05_2.MOV,134,134,48586,48720
451,train,Index,76,758,06,Index_06_1.MOV,120,120,48720,48840
452,train,Index,76,758,06,Index_06_2.MOV,100,100,48840,48940
453,test,Information,77,759,01,information_01_1.MOV,196,196,48940,49136
454,test,Information,77,759,01,information_01_2.MOV,97,97,49136,49233
455,train,Information,77,759,02,information_02_1.MOV,161,161,49233,49394
456,train,Information,77,759,02,information_02_2.MOV,96,96,49394,49490
457,train,Information,77,759,07,information_07_1.mp4,84,84,49490,49574
458,train,Initialize,78,760,02,Initialize_02_1.MOV,301,200,49574,49774
459,train,Initialize,78,760,02,Initialize_02_2.MOV,147,147,49774,49921
460,test,Initialize,78,760,03,Initialize_03_1.MOV,190,190,49921,50111
461,test,Initialize,78,760,03,Initialize_03_2.MOV,329,200,50111,50311
462,validation,Initialize,78,760,05,Initialize_05_1.MOV,211,200,50311,50511
463,validation,Initialize,78,760,05,Initialize_05_2.MOV,161,161,50511,50672
464,train,Input-enter,79,761,02,Input-enter_02_1.MOV,79,79,50672,50751
465,train,Input-enter,79,761,02,Input-enter_02_2.MOV,123,123,50751,50874
466,validation,Input-enter,79,761,05,Input-enter_05_1.MOV,104,104,50874,50978
467,validation,Input-enter,79,761,05,Input-enter_05_2.MOV,90,90,50978,51068
468,test,Input-enter,79,761,08,Input-enter_08_1.MOV,88,88,51068,51156
469,test,Input-enter,79,761,08,Input-enter_08_2.MOV,160,160,51156,51316
470,train,int,80,762,02,int_02_1.MOV,97,97,51316,51413
471,train,int,80,762,02,int_02_2.MOV,84,84,51413,51497
472,test,int,80,762,03,int_03_1.MOV,79,79,51497,51576
473,test,int,80,762,03,int_03_2.MOV,158,158,51576,51734
474,train,int,80,762,06,int_06_1.MOV,63,63,51734,51797
475,train,int,80,762,06,int_06_2.MOV,81,81,51797,51878
476,train,Last in,81,763,02,Last in_02_1.MOV,115,115,51878,51993
477,train,Last in,81,763,02,Last in_02_2.MOV,177,177,51993,52170
478,test,Last in,81,763,03,Last in_03_1.MOV,111,111,52170,52281
479,test,Last in,81,763,03,Last in_03_2.MOV,160,160,52281,52441
480,train,Last in,81,763,06,Last in_06_1.MOV,91,91,52441,52532
481,train,Last in,81,763,06,Last in_06_2.MOV,117,117,52532,52649
482,test,Library,82,764,01,Library_01_1.MOV,78,78,52649,52727
483,test,Library,82,764,01,Library_01_2.MOV,147,147,52727,52874
484,validation,Library,82,764,05,Library_05_1.MOV,64,64,52874,52938
485,validation,Library,82,764,05,Library_05_2.MOV,81,81,52938,53019
486,train,Library,82,764,06,Library_06_1.MOV,71,71,53019,53090
487,train,Library,82,764,06,Library_06_2.MOV,88,88,53090,53178
488,train,Line,83,765,02,Line_02_1.MOV,70,70,53178,53248
489,train,Line,83,765,02,Line_02_2.MOV,108,108,53248,53356
490,test,Line,83,765,03,Line_03_1.MOV,78,78,53356,53434
491,test,Line,83,765,03,Line_03_2.MOV,130,130,53434,53564
492,train,Line,83,765,06,Line_06_1.MOV,58,58,53564,53622
493,train,Line,83,765,06,Line_06_2.MOV,74,74,53622,53696
494,test,List,84,766,03,list_03_1.MOV,77,77,53696,53773
495,test,List,84,766,03,list_03_2.MOV,80,80,53773,53853
496,validation,List,84,766,05,list_05_1.MOV,65,65,53853,53918
497,validation,List,84,766,05,list_05_2.MOV,93,93,53918,54011
498,train,List,84,766,06,list_06_1.MOV,86,86,54011,54097
499,train,List,84,766,06,list_06_2.MOV,73,73,54097,54170
500,test,Logical,85,767,01,logical_01_1.MOV,168,168,54170,54338
501,test,Logical,85,767,01,logical_01_2.MOV,95,95,54338,54433
502,train,Logical,85,767,02,logical_02_1.MOV,183,183,54433,54616
503,train,Logical,85,767,02,logical_02_2.MOV,100,100,54616,54716
504,train,Logical,85,767,07,logical_07_1.mp4,74,74,54716,54790
505,test,Loop,86,768,01,Loop_01_1.mov,82,82,54790,54872
506,test,Loop,86,768,01,Loop_01_2.mov,154,154,54872,55026
507,validation,Loop,86,768,05,Loop_05_1.mov,74,74,55026,55100
508,validation,Loop,86,768,05,Loop_05_2.mov,99,99,55100,55199
509,train,Loop,86,768,06,Loop_06_1.mov,85,85,55199,55284
510,train,Loop,86,768,06,Loop_06_2.mov,116,116,55284,55400
511,train,Many to many,87,769,02,Many to many_02_1.MOV,264,200,55400,55600
512,train,Many to many,87,769,02,Many to many_02_2.MOV,137,137,55600,55737
513,test,Many to many,87,769,03,Many to many_03_1.MOV,287,200,55737,55937
514,test,Many to many,87,769,03,Many to many_03_2.MOV,194,194,55937,56131
515,validation,Many to many,87,769,05,Many to many_05_1.MOV,168,168,56131,56299
516,validation,Many to many,87,769,05,Many to many_05_2.MOV,150,150,56299,56449
517,train,Many to one,88,770,02,Many to one_02_1.MOV,127,127,56449,56576
518,train,Many to one,88,770,02,Many to one_02_2.MOV,80,80,56576,56656
519,test,Many to one,88,770,03,Many to one_03_1.MOV,174,174,56656,56830
520,test,Many to one,88,770,03,Many to one_03_2.MOV,81,81,56830,56911
521,validation,Many to one,88,770,05,Many to one_05_1.MOV,99,99,56911,57010
522,validation,Many to one,88,770,05,Many to one_05_2.MOV,107,107,57010,57117
523,test,Max,89,771,01,Max_01_1.mov,89,89,57117,57206
524,test,Max,89,771,01,Max_01_2.mov,149,149,57206,57355
525,validation,Max,89,771,05,Max_05_1.mov,90,90,57355,57445
526,validation,Max,89,771,05,Max_05_2.mov,112,112,57445,57557
527,train,Max,89,771,06,Max_06_1.mov,75,75,57557,57632
528,train,Max,89,771,06,Max_06_2.mov,102,102,57632,57734
529,train,Memory leak,91,773,02,Memory leak_02_1.MOV,105,105,57734,57839
530,train,Memory leak,91,773,02,Memory leak_02_2.MOV,189,189,57839,58028
531,test,Memory leak,91,773,03,Memory leak_03_1.MOV,110,110,58028,58138
532,test,Memory leak,91,773,03,Memory leak_03_2.MOV,196,196,58138,58334
533,train,Memory leak,91,773,06,Memory leak_06_1.MOV,78,78,58334,58412
534,train,Memory leak,91,773,06,Memory leak_06_2.MOV,108,108,58412,58520
535,test,Memory,90,772,01,memory_01_1.mov,131,131,58520,58651
536,test,Memory,90,772,01,memory_01_2.mov,107,107,58651,58758
537,train,Memory,90,772,02,memory_02_1.mov,169,169,58758,58927
538,train,Memory,90,772,02,memory_02_2.mov,109,109,58927,59036
539,validation,Memory,90,772,05,memory_05_1.mov,131,131,59036,59167
540,validation,Memory,90,772,05,memory_05_2.mov,86,86,59167,59253
541,test,Message,92,774,03,Message_03_1.mov,81,81,59253,59334
542,test,Message,92,774,03,Message_03_2.mov,102,102,59334,59436
543,validation,Message,92,774,05,Message_05_1.mov,74,74,59436,59510
544,validation,Message,92,774,05,Message_05_2.mov,95,95,59510,59605
545,train,Message,92,774,06,Message_06_1.mov,56,56,59605,59661
546,train,Message,92,774,06,Message_06_2.mov,80,80,59661,59741
547,test,Min,93,775,01,Min_01_1.MOV,93,93,59741,59834
548,test,Min,93,775,01,Min_01_2.MOV,150,150,59834,59984
549,validation,Min,93,775,05,Min_05_1.MOV,92,92,59984,60076
550,validation,Min,93,775,05,Min_05_2.MOV,107,107,60076,60183
551,train,Min,93,775,06,Min_06_1.MOV,90,90,60183,60273
552,train,Min,93,775,06,Min_06_2.MOV,107,107,60273,60380
553,train,Multiple,94,776,02,multiple_02_1.MOV,211,200,60380,60580
554,train,Multiple,94,776,02,multiple_02_2.MOV,96,96,60580,60676
555,test,Multiple,94,776,03,multiple_03_1.MOV,117,117,60676,60793
556,test,Multiple,94,776,03,multiple_03_2.MOV,227,200,60793,60993
557,validation,Multiple,94,776,05,multiple_05_1.MOV,100,100,60993,61093
558,validation,Multiple,94,776,05,multiple_05_2.MOV,140,140,61093,61233
559,test,Name,95,777,01,name_01_1.MOV,162,162,61233,61395
560,test,Name,95,777,01,name_01_2.MOV,119,119,61395,61514
561,train,Name,95,777,02,name_02_1.MOV,117,117,61514,61631
562,train,Name,95,777,02,name_02_2.MOV,207,200,61631,61831
563,train,Name,95,777,07,name_07_1.mp4,230,200,61831,62031
564,test,New,96,778,01,New_01_1.mov,114,114,62031,62145
565,test,New,96,778,01,New_01_2.mov,250,200,62145,62345
566,train,New,96,778,02,New_02_1.mov,119,119,62345,62464
567,train,New,96,778,02,New_02_2.mov,233,200,62464,62664
568,validation,New,96,778,05,New_05_1.mov,101,101,62664,62765
569,validation,New,96,778,05,New_05_2.mov,117,117,62765,62882
570,test,Next,97,779,01,Next_01_1.MOV,85,85,62882,62967
571,test,Next,97,779,01,Next_01_2.MOV,119,119,62967,63086
572,validation,Next,97,779,05,Next_05_1.MOV,71,71,63086,63157
573,validation,Next,97,779,05,Next_05_2.MOV,79,79,63157,63236
574,train,Next,97,779,06,Next_06_1.MOV,62,62,63236,63298
575,train,Next,97,779,06,Next_06_2.MOV,75,75,63298,63373
576,train,Non binary relationship,98,780,02,Non binary relationship_02_1.MOV,172,172,63373,63545
577,train,Non binary relationship,98,780,02,Non binary relationship_02_2.MOV,357,200,63545,63745
578,test,Non binary relationship,98,780,03,Non binary relationship_03_1.MOV,232,200,63745,63945
579,test,Non binary relationship,98,780,03,Non binary relationship_03_2.MOV,162,162,63945,64107
580,validation,Non binary relationship,98,780,05,Non binary relationship_05_1.MOV,158,158,64107,64265
581,validation,Non binary relationship,98,780,05,Non binary relationship_05_2.MOV,127,127,64265,64392
582,test,Null,99,781,01,Null_01_1.mov,87,87,64392,64479
583,test,Null,99,781,01,Null_01_2.mov,159,159,64479,64638
584,train,Null,99,781,02,Null_02_1.mov,120,120,64638,64758
585,train,Null,99,781,02,Null_02_2.mov,154,154,64758,64912
586,validation,Null,99,781,05,Null_05_1.mov,105,105,64912,65017
587,validation,Null,99,781,05,Null_05_2.mov,105,105,65017,65122
588,test,Object,100,782,01,Object_01_1.MOV,62,62,65122,65184
589,test,Object,100,782,01,Object_01_2.MOV,125,125,65184,65309
590,validation,Object,100,782,05,Object_05_1.MOV,66,66,65309,65375
591,validation,Object,100,782,05,Object_05_2.MOV,84,84,65375,65459
592,train,Object,100,782,06,Object_06_1.MOV,64,64,65459,65523
593,train,Object,100,782,06,Object_06_2.MOV,76,76,65523,65599
594,train,One to many,101,783,02,One to many_02_1.MOV,263,200,65599,65799
595,train,One to many,101,783,02,One to many_02_2.MOV,119,119,65799,65918
596,test,One to many,101,783,03,One to many_03_1.MOV,164,164,65918,66082
597,test,One to many,101,783,03,One to many_03_2.MOV,219,200,66082,66282
598,validation,One to many,101,783,05,One to many_05_1.MOV,135,135,66282,66417
599,validation,One to many,101,783,05,One to many_05_2.MOV,151,151,66417,66568
600,train,One to one,102,784,02,One to one_02_1.MOV,125,125,66568,66693
601,train,One to one,102,784,02,One to one_02_2.MOV,58,58,66693,66751
602,test,One to one,102,784,03,One to one_03_1.MOV,190,190,66751,66941
603,test,One to one,102,784,03,One to one_03_2.MOV,113,113,66941,67054
604,validation,One to one,102,784,05,One to one_05_1.MOV,99,99,67054,67153
605,validation,One to one,102,784,05,One to one_05_2.MOV,105,105,67153,67258
606,train,Operation,103,785,02,Operation_02_1.MOV,153,153,67258,67411
607,train,Operation,103,785,02,Operation_02_2.MOV,137,137,67411,67548
608,test,Operation,103,785,03,Operation_03_1.MOV,204,200,67548,67748
609,test,Operation,103,785,03,Operation_03_2.MOV,100,100,67748,67848
610,validation,Operation,103,785,05,Operation_05_1.MOV,110,110,67848,67958
611,validation,Operation,103,785,05,Operation_05_2.MOV,83,83,67958,68041
612,test,Order,104,786,01,Order_01_1.mov,100,100,68041,68141
613,test,Order,104,786,01,Order_01_2.mov,156,156,68141,68297
614,validation,Order,104,786,05,Order_05_1.mov,79,79,68297,68376
615,validation,Order,104,786,05,Order_05_2.mov,89,89,68376,68465
616,train,Order,104,786,06,Order_06_1.mov,66,66,68465,68531
617,train,Order,104,786,06,Order_06_2.mov,97,97,68531,68628
618,test,Page,105,787,01,Page_01_1.mov,115,115,68628,68743
619,test,Page,105,787,01,Page_01_2.mov,225,200,68743,68943
620,validation,Page,105,787,05,Page_05_1.mov,86,86,68943,69029
621,validation,Page,105,787,05,Page_05_2.mov,116,116,69029,69145
622,train,Page,105,787,06,Page_06_1.mov,66,66,69145,69211
623,train,Page,105,787,06,Page_06_2.mov,97,97,69211,69308
624,test,Pointer,106,788,01,Pointer_01_1.mov,86,86,69308,69394
625,test,Pointer,106,788,01,Pointer_01_2.mov,138,138,69394,69532
626,validation,Pointer,106,788,05,Pointer_05_1.mov,96,96,69532,69628
627,validation,Pointer,106,788,05,Pointer_05_2.mov,111,111,69628,69739
628,train,Pointer,106,788,06,Pointer_06_1.mov,73,73,69739,69812
629,train,Pointer,106,788,06,Pointer_06_2.mov,113,113,69812,69925
630,train,Primary key,107,789,02,Primary key_02_1.MOV,167,167,69925,70092
631,train,Primary key,107,789,02,Primary key_02_2.MOV,93,93,70092,70185
632,test,Primary key,107,789,03,Primary key_03_1.MOV,150,150,70185,70335
633,test,Primary key,107,789,03,Primary key_03_2.MOV,104,104,70335,70439
634,validation,Primary key,107,789,05,Primary key_05_1.MOV,112,112,70439,70551
635,validation,Primary key,107,789,05,Primary key_05_2.MOV,91,91,70551,70642
636,test,Priority,108,790,01,Priority_01_1.mov,129,129,70642,70771
637,test,Priority,108,790,01,Priority_01_2.mov,196,196,70771,70967
638,validation,Priority,108,790,05,Priority_05_1.mov,91,91,70967,71058
639,validation,Priority,108,790,05,Priority_05_2.mov,99,99,71058,71157
640,train,Priority,108,790,06,Priority_06_1.mov,103,103,71157,71260
641,train,Priority,108,790,06,Priority_06_2.mov,145,145,71260,71405
642,test,Private,109,791,03,private_03_1.MOV,103,103,71405,71508
643,test,Private,109,791,03,private_03_2.MOV,59,59,71508,71567
644,validation,Private,109,791,05,private_05_1.MOV,94,94,71567,71661
645,validation,Private,109,791,05,private_05_2.MOV,74,74,71661,71735
646,train,Private,109,791,06,private_06_1.MOV,55,55,71735,71790
647,train,Private,109,791,06,private_06_2.MOV,54,54,71790,71844
648,test,Procedure,110,792,01,procedure_01_1.MOV,192,192,71844,72036
649,test,Procedure,110,792,01,procedure_01_2.MOV,99,99,72036,72135
650,train,Procedure,110,792,02,procedure_02_1.MOV,189,189,72135,72324
651,train,Procedure,110,792,02,procedure_02_2.MOV,89,89,72324,72413
652,train,Procedure,110,792,07,procedure_07_1.mp4,188,188,72413,72601
653,test,Produce,111,793,01,produce_01_1.MOV,141,141,72601,72742
654,test,Produce,111,793,01,Produce_01_2.MOV,112,112,72742,72854
655,train,Produce,111,793,02,produce_02_1.MOV,140,140,72854,72994
656,train,Produce,111,793,02,Produce_02_2.MOV,91,91,72994,73085
657,train,Produce,111,793,07,produce_07_1.mp4,187,187,73085,73272
658,test,Program,112,794,01,program_01_1.mov,126,126,73272,73398
659,test,Program,112,794,01,program_01_2.mov,205,200,73398,73598
660,train,Program,112,794,02,program_02_1.mov,122,122,73598,73720
661,train,Program,112,794,02,program_02_2.mov,171,171,73720,73891
662,validation,Program,112,794,05,program_05_1.mov,117,117,73891,74008
663,validation,Program,112,794,05,program_05_2.mov,128,128,74008,74136
664,train,Prompt,113,795,02,Prompt_02_1.mov,92,92,74136,74228
665,train,Prompt,113,795,02,Prompt_02_2.mov,119,119,74228,74347
666,test,Prompt,113,795,03,Prompt_03_1.mov,94,94,74347,74441
667,test,Prompt,113,795,03,Prompt_03_2.mov,165,165,74441,74606
668,validation,Prompt,113,795,05,Prompt_05_1.mov,125,125,74606,74731
669,validation,Prompt,113,795,05,Prompt_05_2.mov,131,131,74731,74862
670,test,Public,114,796,03,public_03_1.MOV,107,107,74862,74969
671,test,Public,114,796,03,public_03_2.MOV,80,80,74969,75049
672,validation,Public,114,796,05,public_05_1.MOV,88,88,75049,75137
673,validation,Public,114,796,05,public_05_2.MOV,83,83,75137,75220
674,train,Public,114,796,06,public_06_1.MOV,68,68,75220,75288
675,train,Public,114,796,06,public_06_2.MOV,60,60,75288,75348
676,test,Queue,115,797,01,Queue_01_1.mov,123,123,75348,75471
677,test,Queue,115,797,01,Queue_01_2.mov,179,179,75471,75650
678,validation,Queue,115,797,05,Queue_05_1.mov,63,63,75650,75713
679,validation,Queue,115,797,05,Queue_05_2.mov,109,109,75713,75822
680,train,Queue,115,797,06,Queue_06_1.mov,71,71,75822,75893
681,train,Queue,115,797,06,Queue_06_2.mov,76,76,75893,75969
682,test,Rear,116,798,01,Rear_01_1.mov,115,115,75969,76084
683,test,Rear,116,798,01,Rear_01_2.mov,61,61,76084,76145
684,validation,Rear,116,798,05,Rear_05_1.mov,106,106,76145,76251
685,validation,Rear,116,798,05,Rear_05_2.mov,93,93,76251,76344
686,train,Rear,116,798,06,Rear_06_1.mov,55,55,76344,76399
687,train,Rear,116,798,06,Rear_06_2.mov,79,79,76399,76478
688,test,Rectangle,117,799,01,rectangle_01_1.MOV,130,130,76478,76608
689,test,Rectangle,117,799,01,rectangle_01_2.MOV,80,80,76608,76688
690,train,Rectangle,117,799,02,rectangle_02_1.MOV,149,149,76688,76837
691,train,Rectangle,117,799,02,rectangle_02_2.MOV,83,83,76837,76920
692,train,Rectangle,117,799,07,rectangle_07_1.mp4,60,60,76920,76980
693,train,Relation,118,800,02,Relation_02_1.MOV,149,149,76980,77129
694,train,Relation,118,800,02,Relation_02_2.MOV,110,110,77129,77239
695,test,Relation,118,800,03,Relation_03_1.MOV,117,117,77239,77356
696,test,Relation,118,800,03,Relation_03_2.MOV,80,80,77356,77436
697,validation,Relation,118,800,05,Relation_05_1.mov,125,125,77436,77561
698,validation,Relation,118,800,05,Relation_05_2.mov,123,123,77561,77684
699,test,Represent,119,801,01,Represent_01_1.MOV,131,131,77684,77815
700,test,Represent,119,801,01,Represent_01_2.MOV,66,66,77815,77881
701,train,Represent,119,801,02,Represent_02_1.MOV,145,145,77881,78026
702,train,Represent,119,801,02,Represent_02_2.MOV,81,81,78026,78107
703,train,Represent,119,801,07,Represent_07_1.mp4,69,69,78107,78176
704,train,Reserved,120,802,02,Reserved_02_1.mov,93,93,78176,78269
705,train,Reserved,120,802,02,Reserved_02_2.mov,100,100,78269,78369
706,test,Reserved,120,802,03,Reserved_03_1.mov,68,68,78369,78437
707,test,Reserved,120,802,03,Reserved_03_2.mov,122,122,78437,78559
708,train,Reserved,120,802,06,Reserved_06_1.mov,56,56,78559,78615
709,train,Reserved,120,802,06,Reserved_06_2.mov,79,79,78615,78694
710,test,Row,121,803,01,row_01_1.MOV,103,103,78694,78797
711,test,Row,121,803,01,row_01_2.MOV,56,56,78797,78853
712,train,Row,121,803,02,row_02_1.MOV,88,88,78853,78941
713,train,Row,121,803,02,row_02_2.MOV,46,46,78941,78987
714,train,Row,121,803,07,row_07_1.mp4,167,167,78987,79154
715,train,Rules,122,804,02,Rules_02_1.mov,133,133,79154,79287
716,train,Rules,122,804,02,Rules_02_2.mov,148,148,79287,79435
717,test,Rules,122,804,03,Rules_03_1.mov,101,101,79435,79536
718,test,Rules,122,804,03,Rules_03_2.mov,170,170,79536,79706
719,train,Rules,122,804,06,Rules_06_1.mov,72,72,79706,79778
720,train,Rules,122,804,06,Rules_06_2.mov,94,94,79778,79872
721,train,Run time error,124,806,02,Run time error_02_1.mov,131,131,79872,80003
722,train,Run time error,124,806,02,Run time error_02_2.mov,90,90,80003,80093
723,test,Run time error,124,806,03,Run time error_03_1.mov,146,146,80093,80239
724,test,Run time error,124,806,03,Run time error_03_2.mov,159,159,80239,80398
725,validation,Run time error,124,806,05,Run time error_05_1.mov,78,78,80398,80476
726,validation,Run time error,124,806,05,Run time error_05_2.mov,107,107,80476,80583
727,train,Run,123,805,02,Run_02_1.mov,60,60,80583,80643
728,train,Run,123,805,02,Run_02_2.mov,82,82,80643,80725
729,test,Run,123,805,03,Run_03_1.mov,75,75,80725,80800
730,test,Run,123,805,03,Run_03_2.mov,168,168,80800,80968
731,validation,Run,123,805,05,Run_05_1.mov,68,68,80968,81036
732,validation,Run,123,805,05,Run_05_2.mov,106,106,81036,81142
733,test,Semicolon,125,807,01,Semicolon_01_1.mov,97,97,81142,81239
734,test,Semicolon,125,807,01,Semicolon_01_2.mov,229,200,81239,81439
735,validation,Semicolon,125,807,05,Semicolon_05_1.mov,63,63,81439,81502
736,validation,Semicolon,125,807,05,Semicolon_05_2.mov,86,86,81502,81588
737,train,Semicolon,125,807,06,Semicolon_06_1.mov,70,70,81588,81658
738,train,Semicolon,125,807,06,Semicolon_06_2.mov,84,84,81658,81742
739,test,Sequence,126,808,01,Sequence_01_1.mov,106,106,81742,81848
740,test,Sequence,126,808,01,Sequence_01_2.mov,74,74,81848,81922
741,validation,Sequence,126,808,05,Sequence_05_1.mov,82,82,81922,82004
742,validation,Sequence,126,808,05,Sequence_05_2.mov,69,69,82004,82073
743,train,Sequence,126,808,06,Sequence_06_1.mov,74,74,82073,82147
744,train,Sequence,126,808,06,Sequence_06_2.mov,96,96,82147,82243
745,test,Server,127,809,01,Server_01_1.mov,122,122,82243,82365
746,test,Server,127,809,01,Server_01_2.mov,203,200,82365,82565
747,train,Server,127,809,02,Server_02_1.mov,193,193,82565,82758
748,train,Server,127,809,02,Server_02_2.mov,337,200,82758,82958
749,train,Server,127,809,07,Server_07_1.mp4,145,145,82958,83103
750,test,Simple_Basic,128,810,01,Simple_Basic_01_1.MOV,158,158,83103,83261
751,test,Simple_Basic,128,810,01,Simple_Basic_01_2.MOV,65,65,83261,83326
752,train,Simple_Basic,128,810,02,Simple_Basic_02_1.MOV,175,175,83326,83501
753,train,Simple_Basic,128,810,02,Simple_Basic_02_2.MOV,70,70,83501,83571
754,train,Simple_Basic,128,810,07,Simple_Basic_07_1.mp4,156,156,83571,83727
755,test,Size,129,811,03,size_03_1.MOV,90,90,83727,83817
756,test,Size,129,811,03,size_03_2.MOV,79,79,83817,83896
757,validation,Size,129,811,05,size_05_1.MOV,68,68,83896,83964
758,validation,Size,129,811,05,size_05_2.MOV,89,89,83964,84053
759,train,Size,129,811,06,size_06_1.MOV,80,80,84053,84133
760,train,Size,129,811,06,size_06_2.MOV,65,65,84133,84198
761,test,Small,130,812,01,Small_01_1.mov,77,77,84198,84275
762,test,Small,130,812,01,Small_01_2.mov,115,115,84275,84390
763,validation,Small,130,812,05,Small_05_1.mov,60,60,84390,84450
764,validation,Small,130,812,05,Small_05_2.mov,91,91,84450,84541
765,train,Small,130,812,06,Small_06_1.mov,56,56,84541,84597
766,train,Small,130,812,06,Small_06_2.mov,76,76,84597,84673
767,train,Source,131,813,02,Source_02_1.mov,64,64,84673,84737
768,train,Source,131,813,02,Source_02_2.mov,125,125,84737,84862
769,test,Source,131,813,03,Source_03_1.mov,78,78,84862,84940
770,test,Source,131,813,03,Source_03_2.mov,134,134,84940,85074
771,validation,Source,131,813,05,Source_05_1.mov,65,65,85074,85139
772,validation,Source,131,813,05,Source_05_2.mov,90,90,85139,85229
773,test,Specify,132,814,03,specify_03_1.MOV,100,100,85229,85329
774,test,Specify,132,814,03,specify_03_2.MOV,62,62,85329,85391
775,validation,Specify,132,814,05,specify_05_1.MOV,69,69,85391,85460
776,validation,Specify,132,814,05,specify_05_2.MOV,82,82,85460,85542
777,train,Specify,132,814,06,specify_06_1.MOV,60,60,85542,85602
778,train,Specify,132,814,06,specify_06_2.MOV,53,53,85602,85655
779,test,Stack,133,815,01,Stack_01_1.mov,116,116,85655,85771
780,test,Stack,133,815,01,Stack_01_2.mov,195,195,85771,85966
781,train,Stack,133,815,02,Stack_02_1.mov,93,93,85966,86059
782,train,Stack,133,815,02,Stack_02_2.mov,177,177,86059,86236
783,train,Stack,133,815,07,Stack_07_1.mp4,97,97,86236,86333
784,test,Start,134,816,01,Start_01_1.mov,93,93,86333,86426
785,test,Start,134,816,01,Start_01_2.mov,131,131,86426,86557
