sample_id,relative_path,split,signer,source_split,sign_id,label_ar,label_en,unified_token,unified_token_id,start,end,frames,face_rate,pose_rate,left_hand_rate,right_hand_rate,best_hand_rate,quality_score,train_eligible
karsl_01_train_0081_03_01_0081_20_11_16_17_47_49_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_47_49)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89167,89205,38,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_47_53_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_47_53)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89205,89239,34,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_47_56_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_47_56)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89239,89277,38,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_04_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_04)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89277,89315,38,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_08_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_08)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89315,89348,33,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_12_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_12)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89348,89383,35,1.0,1.0,0.971429,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_16_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_16)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89383,89424,41,1.0,1.0,0.97561,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_20_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_20)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89424,89464,40,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_28_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_28)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89464,89499,35,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_32_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_32)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89499,89537,38,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_36_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_36)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89537,89574,37,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0081_03_01_0081_20_11_16_17_48_40_c_mp4,01/train/0081/03_01_0081_(20_11_16_17_48_40)_c.mp4,train,01,train,0081,بلعوم,pharynx,بلعوم,902,89574,89611,37,1.0,1.0,1.0,0.945946,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_13_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_13)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89611,89649,38,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_16_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_16)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89649,89684,35,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_20_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_20)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89684,89717,33,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_23_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_23)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89717,89749,32,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_27_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_27)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89749,89783,34,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_31_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_31)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89783,89814,31,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_38_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_38)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89814,89849,35,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_42_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_42)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89849,89887,38,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_45_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_45)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89887,89920,33,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_49_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_49)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89920,89961,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_52_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_52)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,89961,90002,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_25_56_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_25_56)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90002,90043,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_00_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_00)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90043,90086,43,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_03_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_03)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90086,90127,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_07_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_07)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90127,90170,43,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_11_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_11)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90170,90212,42,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_15_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_15)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90212,90255,43,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_18_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_18)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90255,90293,38,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_27_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_27)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90293,90329,36,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_31_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_31)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90329,90367,38,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_38_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_38)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90367,90407,40,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_01_12_16_16_26_42_c_mp4,01/train/0082/03_01_0082_(01_12_16_16_26_42)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90407,90450,43,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_50_48_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_50_48)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90450,90483,33,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_50_50_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_50_50)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90483,90509,26,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_50_57_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_50_57)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90509,90537,28,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_00_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_00)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90537,90568,31,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_07_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_07)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90568,90606,38,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_11_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_11)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90606,90638,32,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_15_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_15)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90638,90674,36,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_22_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_22)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90674,90708,34,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_29_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_29)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90708,90745,37,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_32_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_32)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90745,90778,33,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_39_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_39)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90778,90811,33,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_43_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_43)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90811,90847,36,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_46_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_46)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90847,90887,40,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_50_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_50)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90887,90921,34,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_54_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_54)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90921,90956,35,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_51_57_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_51_57)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90956,90996,40,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_52_01_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_52_01)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,90996,91031,35,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_52_04_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_52_04)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,91031,91072,41,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_52_08_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_52_08)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,91072,91104,32,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0082_03_01_0082_20_11_16_17_52_12_c_mp4,01/train/0082/03_01_0082_(20_11_16_17_52_12)_c.mp4,train,01,train,0082,كبد,liver,كبد,903,91104,91141,37,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_21_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_21)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91141,91188,47,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_28_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_28)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91188,91223,35,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_31_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_31)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91223,91256,33,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_35_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_35)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91256,91293,37,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_38_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_38)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91293,91329,36,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_45_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_45)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91329,91371,42,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_49_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_49)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91371,91412,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_27_56_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_27_56)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91412,91453,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_00_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_00)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91453,91497,44,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_04_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_04)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91497,91537,40,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_08_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_08)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91537,91578,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_11_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_11)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91578,91617,39,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_15_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_15)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91617,91649,32,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_23_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_23)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91649,91687,38,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_26_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_26)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91687,91729,42,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_30_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_30)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91729,91773,44,1.0,1.0,1.0,0.045455,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_38_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_38)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91773,91818,45,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_42_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_42)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91818,91866,48,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_47_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_47)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91866,91907,41,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_51_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_51)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91907,91951,44,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_01_12_16_16_28_55_c_mp4,01/train/0083/03_01_0083_(01_12_16_16_28_55)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91951,91981,30,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_02_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_02)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,91981,92013,32,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_08_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_08)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92013,92041,28,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_11_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_11)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92041,92072,31,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_14_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_14)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92072,92101,29,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_17_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_17)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92101,92133,32,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_21_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_21)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92133,92168,35,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_24_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_24)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92168,92204,36,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_28_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_28)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92204,92235,31,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_32_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_32)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92235,92271,36,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_35_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_35)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92271,92305,34,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_39_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_39)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92305,92338,33,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_42_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_42)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92338,92369,31,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_46_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_46)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92369,92403,34,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_53_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_53)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92403,92437,34,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_54_56_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_54_56)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92437,92477,40,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_55_03_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_55_03)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92477,92512,35,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_55_07_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_55_07)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92512,92553,41,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_55_16_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_55_16)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92553,92585,32,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_55_19_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_55_19)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92585,92617,32,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_55_23_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_55_23)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92617,92651,34,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_55_26_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_55_26)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92651,92689,38,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0083_03_01_0083_20_11_16_17_55_30_c_mp4,01/train/0083/03_01_0083_(20_11_16_17_55_30)_c.mp4,train,01,train,0083,البنكرياس,pancreas,البنكرياس,904,92689,92725,36,1.0,1.0,1.0,1.0,1.0,1.0,True
karsl_01_train_0084_03_01_0084_01_12_16_16_29_23_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_29_23)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,92725,92787,62,1.0,1.0,1.0,0.080645,1.0,1.0,True
karsl_01_train_0084_03_01_0084_01_12_16_16_29_28_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_29_28)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,92787,92853,66,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0084_03_01_0084_01_12_16_16_29_35_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_29_35)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,92853,92928,75,1.0,1.0,1.0,0.053333,1.0,1.0,True
karsl_01_train_0084_03_01_0084_01_12_16_16_29_41_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_29_41)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,92928,92987,59,1.0,1.0,1.0,0.016949,1.0,1.0,True
karsl_01_train_0084_03_01_0084_01_12_16_16_29_46_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_29_46)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,92987,93054,67,1.0,1.0,0.985075,0.014925,0.985075,0.990299,True
karsl_01_train_0084_03_01_0084_01_12_16_16_29_51_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_29_51)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,93054,93120,66,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0084_03_01_0084_01_12_16_16_29_57_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_29_57)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,93120,93186,66,1.0,1.0,1.0,0.0,1.0,1.0,True
karsl_01_train_0084_03_01_0084_01_12_16_16_30_13_c_mp4,01/train/0084/03_01_0084_(01_12_16_16_30_13)_c.mp4,train,01,train,0084,الأمعاء الدقيقة,Small intestine,الأمعاء_الدقيقة,905,93186,93262,76,1.0,1.0,1.0,0.0,1.0,1.0,True
