sample_id,relative_path,signer,source_split,split,sign_id,label_ar,label_en,frames,fps,width,height,face_rate,pose_rate,left_hand_rate,right_hand_rate,shard,shard_row
karsl_01_train_0264_03_01_0264_15_08_18_12_53_35_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_35)_c.mp4,01,train,train,0264,غدر,betrayal,38,30.0,1920,1080,0.0,1.0,0.7894737124443054,0.8421052694320679,shard_00045.npz,90
karsl_01_train_0264_03_01_0264_15_08_18_12_53_38_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_38)_c.mp4,01,train,train,0264,غدر,betrayal,36,30.0,1920,1080,0.0,1.0,0.8888888955116272,0.9166666865348816,shard_00045.npz,91
karsl_01_train_0264_03_01_0264_15_08_18_12_53_43_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_43)_c.mp4,01,train,train,0264,غدر,betrayal,38,30.0,1920,1080,0.0,1.0,0.8421052694320679,0.9210526347160339,shard_00045.npz,92
karsl_01_train_0264_03_01_0264_15_08_18_12_53_46_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_46)_c.mp4,01,train,train,0264,غدر,betrayal,37,30.0,1920,1080,0.0,1.0,0.8648648858070374,0.8918918967247009,shard_00045.npz,93
karsl_01_train_0264_03_01_0264_15_08_18_12_53_48_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_48)_c.mp4,01,train,train,0264,غدر,betrayal,35,30.0,1920,1080,0.0,1.0,0.800000011920929,0.8857142925262451,shard_00045.npz,94
karsl_01_train_0264_03_01_0264_15_08_18_12_53_51_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_51)_c.mp4,01,train,train,0264,غدر,betrayal,39,30.0,1920,1080,0.0,1.0,0.7948718070983887,0.9487179517745972,shard_00045.npz,95
karsl_01_train_0264_03_01_0264_15_08_18_12_53_54_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_54)_c.mp4,01,train,train,0264,غدر,betrayal,42,30.0,1920,1080,0.0,1.0,0.761904776096344,0.8809523582458496,shard_00045.npz,96
karsl_01_train_0264_03_01_0264_15_08_18_12_53_57_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_57)_c.mp4,01,train,train,0264,غدر,betrayal,39,30.0,1920,1080,0.0,1.0,0.8205128312110901,0.9743589758872986,shard_00045.npz,97
karsl_01_train_0264_03_01_0264_15_08_18_12_53_59_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_53_59)_c.mp4,01,train,train,0264,غدر,betrayal,39,30.0,1920,1080,0.0,1.0,0.8717948794364929,0.8717948794364929,shard_00045.npz,98
karsl_01_train_0264_03_01_0264_15_08_18_12_54_05_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_54_05)_c.mp4,01,train,train,0264,غدر,betrayal,42,30.0,1920,1080,0.0,1.0,0.7857142686843872,0.9047619104385376,shard_00045.npz,99
karsl_01_train_0264_03_01_0264_15_08_18_12_54_08_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_54_08)_c.mp4,01,train,train,0264,غدر,betrayal,39,30.0,1920,1080,0.0,1.0,0.8461538553237915,0.8461538553237915,shard_00045.npz,100
karsl_01_train_0264_03_01_0264_15_08_18_12_54_11_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_54_11)_c.mp4,01,train,train,0264,غدر,betrayal,39,30.0,1920,1080,0.0,1.0,0.7435897588729858,0.8974359035491943,shard_00045.npz,101
karsl_01_train_0264_03_01_0264_15_08_18_12_54_14_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_54_14)_c.mp4,01,train,train,0264,غدر,betrayal,43,30.0,1920,1080,0.0,1.0,0.8604651093482971,0.8837209343910217,shard_00045.npz,102
karsl_01_train_0264_03_01_0264_15_08_18_12_54_17_c_mp4,01/train/0264/03_01_0264_(15_08_18_12_54_17)_c.mp4,01,train,train,0264,غدر,betrayal,39,30.0,1920,1080,0.0,1.0,0.8717948794364929,0.9487179517745972,shard_00045.npz,103
karsl_01_train_0264_03_01_0264_16_09_17_22_13_56_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_13_56)_c.mp4,01,train,train,0264,غدر,betrayal,37,30.0,1920,1080,0.3513513505458832,1.0,0.7837837934494019,0.9729729890823364,shard_00045.npz,104
karsl_01_train_0264_03_01_0264_16_09_17_22_13_59_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_13_59)_c.mp4,01,train,train,0264,غدر,betrayal,45,30.0,1920,1080,0.0,1.0,0.8444444537162781,0.9333333373069763,shard_00045.npz,105
karsl_01_train_0264_03_01_0264_16_09_17_22_14_02_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_02)_c.mp4,01,train,train,0264,غدر,betrayal,40,30.0,1920,1080,0.4000000059604645,1.0,0.800000011920929,0.925000011920929,shard_00045.npz,106
karsl_01_train_0264_03_01_0264_16_09_17_22_14_05_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_05)_c.mp4,01,train,train,0264,غدر,betrayal,42,30.0,1920,1080,0.0476190485060215,1.0,0.8571428656578064,0.9285714030265808,shard_00045.npz,107
karsl_01_train_0264_03_01_0264_16_09_17_22_14_08_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_08)_c.mp4,01,train,train,0264,غدر,betrayal,41,30.0,1920,1080,0.0,1.0,0.8536585569381714,0.9512194991111755,shard_00045.npz,108
karsl_01_train_0264_03_01_0264_16_09_17_22_14_11_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_11)_c.mp4,01,train,train,0264,غدر,betrayal,46,30.0,1920,1080,0.0,1.0,0.8695651888847351,0.95652174949646,shard_00045.npz,109
karsl_01_train_0264_03_01_0264_16_09_17_22_14_13_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_13)_c.mp4,01,train,train,0264,غدر,betrayal,37,30.0,1920,1080,0.0,1.0,0.8648648858070374,0.8918918967247009,shard_00045.npz,110
karsl_01_train_0264_03_01_0264_16_09_17_22_14_16_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_16)_c.mp4,01,train,train,0264,غدر,betrayal,42,30.0,1920,1080,0.0,1.0,0.8333333134651184,0.9285714030265808,shard_00045.npz,111
karsl_01_train_0264_03_01_0264_16_09_17_22_14_19_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_19)_c.mp4,01,train,train,0264,غدر,betrayal,44,30.0,1920,1080,0.0,1.0,0.8409090638160706,0.8636363744735718,shard_00045.npz,112
karsl_01_train_0264_03_01_0264_16_09_17_22_14_22_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_22)_c.mp4,01,train,train,0264,غدر,betrayal,38,30.0,1920,1080,0.05263157933950424,1.0,0.8947368264198303,0.8947368264198303,shard_00045.npz,113
karsl_01_train_0264_03_01_0264_16_09_17_22_14_24_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_24)_c.mp4,01,train,train,0264,غدر,betrayal,36,30.0,1920,1080,0.0,1.0,0.8611111044883728,0.9444444179534912,shard_00045.npz,114
karsl_01_train_0264_03_01_0264_16_09_17_22_14_27_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_27)_c.mp4,01,train,train,0264,غدر,betrayal,35,30.0,1920,1080,0.0,1.0,0.8285714387893677,0.9142857193946838,shard_00045.npz,115
karsl_01_train_0264_03_01_0264_16_09_17_22_14_29_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_29)_c.mp4,01,train,train,0264,غدر,betrayal,39,30.0,1920,1080,0.0,1.0,0.8717948794364929,0.8974359035491943,shard_00045.npz,116
karsl_01_train_0264_03_01_0264_16_09_17_22_14_32_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_32)_c.mp4,01,train,train,0264,غدر,betrayal,37,30.0,1920,1080,0.0,1.0,0.8108108043670654,0.9729729890823364,shard_00045.npz,117
karsl_01_train_0264_03_01_0264_16_09_17_22_14_37_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_37)_c.mp4,01,train,train,0264,غدر,betrayal,40,30.0,1920,1080,0.0,1.0,0.824999988079071,0.925000011920929,shard_00045.npz,118
karsl_01_train_0264_03_01_0264_16_09_17_22_14_42_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_42)_c.mp4,01,train,train,0264,غدر,betrayal,37,30.0,1920,1080,0.0,1.0,0.8108108043670654,0.8648648858070374,shard_00045.npz,119
karsl_01_train_0264_03_01_0264_16_09_17_22_14_48_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_48)_c.mp4,01,train,train,0264,غدر,betrayal,35,30.0,1920,1080,0.0,1.0,0.7142857313156128,0.9142857193946838,shard_00045.npz,120
karsl_01_train_0264_03_01_0264_16_09_17_22_14_50_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_50)_c.mp4,01,train,train,0264,غدر,betrayal,38,30.0,1920,1080,0.0,1.0,0.5263158082962036,0.8684210777282715,shard_00045.npz,121
karsl_01_train_0264_03_01_0264_16_09_17_22_14_53_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_53)_c.mp4,01,train,train,0264,غدر,betrayal,37,30.0,1920,1080,0.0,1.0,0.5675675868988037,0.837837815284729,shard_00045.npz,122
karsl_01_train_0264_03_01_0264_16_09_17_22_14_55_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_55)_c.mp4,01,train,train,0264,غدر,betrayal,37,30.0,1920,1080,0.0,1.0,0.45945945382118225,0.9189189076423645,shard_00045.npz,123
karsl_01_train_0264_03_01_0264_16_09_17_22_14_58_c_mp4,01/train/0264/03_01_0264_(16_09_17_22_14_58)_c.mp4,01,train,train,0264,غدر,betrayal,38,30.0,1920,1080,0.0,1.0,0.5,0.9210526347160339,shard_00045.npz,124
karsl_01_train_0265_03_01_0265_15_08_18_12_54_53_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_54_53)_c.mp4,01,train,train,0265,صبر,patient,46,30.0,1920,1080,1.0,1.0,0.54347825050354,1.0,shard_00045.npz,125
karsl_01_train_0265_03_01_0265_15_08_18_12_54_56_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_54_56)_c.mp4,01,train,train,0265,صبر,patient,33,30.0,1920,1080,1.0,1.0,0.42424243688583374,1.0,shard_00045.npz,126
karsl_01_train_0265_03_01_0265_15_08_18_12_54_59_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_54_59)_c.mp4,01,train,train,0265,صبر,patient,41,30.0,1920,1080,1.0,1.0,0.5609756112098694,1.0,shard_00045.npz,127
karsl_01_train_0265_03_01_0265_15_08_18_12_55_04_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_04)_c.mp4,01,train,train,0265,صبر,patient,37,30.0,1920,1080,1.0,1.0,0.4324324429035187,1.0,shard_00045.npz,128
karsl_01_train_0265_03_01_0265_15_08_18_12_55_07_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_07)_c.mp4,01,train,train,0265,صبر,patient,36,30.0,1920,1080,1.0,1.0,0.4444444477558136,1.0,shard_00045.npz,129
karsl_01_train_0265_03_01_0265_15_08_18_12_55_09_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_09)_c.mp4,01,train,train,0265,صبر,patient,42,30.0,1920,1080,1.0,1.0,0.523809552192688,1.0,shard_00045.npz,130
karsl_01_train_0265_03_01_0265_15_08_18_12_55_12_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_12)_c.mp4,01,train,train,0265,صبر,patient,37,30.0,1920,1080,1.0,1.0,0.4864864945411682,1.0,shard_00045.npz,131
karsl_01_train_0265_03_01_0265_15_08_18_12_55_18_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_18)_c.mp4,01,train,train,0265,صبر,patient,47,30.0,1920,1080,1.0,1.0,0.5744680762290955,1.0,shard_00045.npz,132
karsl_01_train_0265_03_01_0265_15_08_18_12_55_27_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_27)_c.mp4,01,train,train,0265,صبر,patient,49,30.0,1920,1080,1.0,1.0,0.6122449040412903,1.0,shard_00045.npz,133
karsl_01_train_0265_03_01_0265_15_08_18_12_55_30_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_30)_c.mp4,01,train,train,0265,صبر,patient,54,30.0,1920,1080,1.0,1.0,0.6481481194496155,1.0,shard_00045.npz,134
karsl_01_train_0265_03_01_0265_15_08_18_12_55_34_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_34)_c.mp4,01,train,train,0265,صبر,patient,58,30.0,1920,1080,1.0,1.0,0.6896551847457886,1.0,shard_00045.npz,135
karsl_01_train_0265_03_01_0265_15_08_18_12_55_37_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_37)_c.mp4,01,train,train,0265,صبر,patient,55,30.0,1920,1080,1.0,1.0,0.6181818246841431,1.0,shard_00045.npz,136
karsl_01_train_0265_03_01_0265_15_08_18_12_55_41_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_41)_c.mp4,01,train,train,0265,صبر,patient,55,30.0,1920,1080,1.0,1.0,0.6181818246841431,1.0,shard_00045.npz,137
karsl_01_train_0265_03_01_0265_15_08_18_12_55_44_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_44)_c.mp4,01,train,train,0265,صبر,patient,57,30.0,1920,1080,1.0,1.0,0.6842105388641357,1.0,shard_00045.npz,138
karsl_01_train_0265_03_01_0265_15_08_18_12_55_48_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_48)_c.mp4,01,train,train,0265,صبر,patient,53,30.0,1920,1080,1.0,1.0,0.5471698045730591,1.0,shard_00045.npz,139
karsl_01_train_0265_03_01_0265_15_08_18_12_55_51_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_51)_c.mp4,01,train,train,0265,صبر,patient,53,30.0,1920,1080,1.0,1.0,0.6603773832321167,1.0,shard_00045.npz,140
karsl_01_train_0265_03_01_0265_15_08_18_12_55_54_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_54)_c.mp4,01,train,train,0265,صبر,patient,56,30.0,1920,1080,1.0,1.0,0.625,1.0,shard_00045.npz,141
karsl_01_train_0265_03_01_0265_15_08_18_12_55_58_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_55_58)_c.mp4,01,train,train,0265,صبر,patient,48,30.0,1920,1080,1.0,1.0,0.5833333134651184,1.0,shard_00045.npz,142
karsl_01_train_0265_03_01_0265_15_08_18_12_56_04_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_56_04)_c.mp4,01,train,train,0265,صبر,patient,54,30.0,1920,1080,1.0,1.0,0.5555555820465088,1.0,shard_00045.npz,143
karsl_01_train_0265_03_01_0265_15_08_18_12_56_08_c_mp4,01/train/0265/03_01_0265_(15_08_18_12_56_08)_c.mp4,01,train,train,0265,صبر,patient,50,30.0,1920,1080,1.0,1.0,0.6000000238418579,1.0,shard_00045.npz,144
karsl_01_train_0265_03_01_0265_16_09_17_22_16_02_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_02)_c.mp4,01,train,train,0265,صبر,patient,50,30.0,1920,1080,1.0,1.0,0.6800000071525574,1.0,shard_00045.npz,145
karsl_01_train_0265_03_01_0265_16_09_17_22_16_06_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_06)_c.mp4,01,train,train,0265,صبر,patient,46,30.0,1920,1080,1.0,1.0,0.782608687877655,1.0,shard_00045.npz,146
karsl_01_train_0265_03_01_0265_16_09_17_22_16_09_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_09)_c.mp4,01,train,train,0265,صبر,patient,39,30.0,1920,1080,1.0,1.0,0.8974359035491943,1.0,shard_00045.npz,147
karsl_01_train_0265_03_01_0265_16_09_17_22_16_12_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_12)_c.mp4,01,train,train,0265,صبر,patient,38,30.0,1920,1080,1.0,1.0,0.7894737124443054,1.0,shard_00045.npz,148
karsl_01_train_0265_03_01_0265_16_09_17_22_16_15_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_15)_c.mp4,01,train,train,0265,صبر,patient,43,30.0,1920,1080,1.0,1.0,0.8139534592628479,1.0,shard_00045.npz,149
karsl_01_train_0265_03_01_0265_16_09_17_22_16_18_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_18)_c.mp4,01,train,train,0265,صبر,patient,52,30.0,1920,1080,1.0,1.0,0.8653846383094788,1.0,shard_00045.npz,150
karsl_01_train_0265_03_01_0265_16_09_17_22_16_21_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_21)_c.mp4,01,train,train,0265,صبر,patient,49,30.0,1920,1080,1.0,1.0,0.8775510191917419,1.0,shard_00045.npz,151
karsl_01_train_0265_03_01_0265_16_09_17_22_16_24_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_24)_c.mp4,01,train,train,0265,صبر,patient,51,30.0,1920,1080,1.0,1.0,0.8235294222831726,1.0,shard_00045.npz,152
karsl_01_train_0265_03_01_0265_16_09_17_22_16_27_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_27)_c.mp4,01,train,train,0265,صبر,patient,52,30.0,1920,1080,1.0,1.0,0.807692289352417,1.0,shard_00045.npz,153
karsl_01_train_0265_03_01_0265_16_09_17_22_16_30_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_30)_c.mp4,01,train,train,0265,صبر,patient,55,30.0,1920,1080,1.0,1.0,0.9272727370262146,1.0,shard_00045.npz,154
karsl_01_train_0265_03_01_0265_16_09_17_22_16_34_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_34)_c.mp4,01,train,train,0265,صبر,patient,50,30.0,1920,1080,1.0,1.0,0.8600000143051147,1.0,shard_00045.npz,155
karsl_01_train_0265_03_01_0265_16_09_17_22_16_36_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_36)_c.mp4,01,train,train,0265,صبر,patient,51,30.0,1920,1080,1.0,1.0,0.843137264251709,1.0,shard_00045.npz,156
karsl_01_train_0265_03_01_0265_16_09_17_22_16_39_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_39)_c.mp4,01,train,train,0265,صبر,patient,57,30.0,1920,1080,1.0,1.0,0.8947368264198303,1.0,shard_00045.npz,157
karsl_01_train_0265_03_01_0265_16_09_17_22_16_42_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_42)_c.mp4,01,train,train,0265,صبر,patient,58,30.0,1920,1080,1.0,1.0,0.8965517282485962,1.0,shard_00045.npz,158
karsl_01_train_0265_03_01_0265_16_09_17_22_16_46_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_46)_c.mp4,01,train,train,0265,صبر,patient,55,30.0,1920,1080,1.0,1.0,0.9090909361839294,1.0,shard_00045.npz,159
karsl_01_train_0265_03_01_0265_16_09_17_22_16_49_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_49)_c.mp4,01,train,train,0265,صبر,patient,46,30.0,1920,1080,1.0,1.0,0.8913043737411499,1.0,shard_00045.npz,160
karsl_01_train_0265_03_01_0265_16_09_17_22_16_52_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_52)_c.mp4,01,train,train,0265,صبر,patient,54,30.0,1920,1080,1.0,1.0,0.8703703880310059,1.0,shard_00045.npz,161
karsl_01_train_0265_03_01_0265_16_09_17_22_16_55_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_55)_c.mp4,01,train,train,0265,صبر,patient,50,30.0,1920,1080,1.0,1.0,0.8799999952316284,1.0,shard_00045.npz,162
karsl_01_train_0265_03_01_0265_16_09_17_22_16_58_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_16_58)_c.mp4,01,train,train,0265,صبر,patient,56,30.0,1920,1080,1.0,1.0,0.8928571343421936,1.0,shard_00045.npz,163
karsl_01_train_0265_03_01_0265_16_09_17_22_17_05_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_17_05)_c.mp4,01,train,train,0265,صبر,patient,58,30.0,1920,1080,1.0,1.0,0.8448275923728943,1.0,shard_00045.npz,164
karsl_01_train_0265_03_01_0265_16_09_17_22_17_08_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_17_08)_c.mp4,01,train,train,0265,صبر,patient,54,30.0,1920,1080,1.0,1.0,0.8703703880310059,1.0,shard_00045.npz,165
karsl_01_train_0265_03_01_0265_16_09_17_22_17_17_c_mp4,01/train/0265/03_01_0265_(16_09_17_22_17_17)_c.mp4,01,train,train,0265,صبر,patient,54,30.0,1920,1080,1.0,1.0,0.7962962985038757,1.0,shard_00045.npz,166
karsl_01_train_0266_03_01_0266_15_08_18_12_58_17_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_17)_c.mp4,01,train,train,0266,لوم,blame,42,30.0,1920,1080,1.0,1.0,0.8809523582458496,1.0,shard_00045.npz,167
karsl_01_train_0266_03_01_0266_15_08_18_12_58_23_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_23)_c.mp4,01,train,train,0266,لوم,blame,45,30.0,1920,1080,1.0,1.0,0.7777777910232544,1.0,shard_00045.npz,168
karsl_01_train_0266_03_01_0266_15_08_18_12_58_26_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_26)_c.mp4,01,train,train,0266,لوم,blame,44,30.0,1920,1080,1.0,1.0,0.8181818127632141,1.0,shard_00045.npz,169
karsl_01_train_0266_03_01_0266_15_08_18_12_58_29_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_29)_c.mp4,01,train,train,0266,لوم,blame,42,30.0,1920,1080,1.0,1.0,0.7857142686843872,1.0,shard_00045.npz,170
karsl_01_train_0266_03_01_0266_15_08_18_12_58_32_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_32)_c.mp4,01,train,train,0266,لوم,blame,44,30.0,1920,1080,1.0,1.0,0.5454545617103577,1.0,shard_00045.npz,171
karsl_01_train_0266_03_01_0266_15_08_18_12_58_35_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_35)_c.mp4,01,train,train,0266,لوم,blame,43,30.0,1920,1080,1.0,1.0,0.8837209343910217,1.0,shard_00045.npz,172
karsl_01_train_0266_03_01_0266_15_08_18_12_58_37_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_37)_c.mp4,01,train,train,0266,لوم,blame,40,30.0,1920,1080,1.0,1.0,0.824999988079071,1.0,shard_00045.npz,173
karsl_01_train_0266_03_01_0266_15_08_18_12_58_40_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_40)_c.mp4,01,train,train,0266,لوم,blame,42,30.0,1920,1080,1.0,1.0,0.9285714030265808,1.0,shard_00045.npz,174
karsl_01_train_0266_03_01_0266_15_08_18_12_58_43_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_43)_c.mp4,01,train,train,0266,لوم,blame,36,30.0,1920,1080,1.0,1.0,0.8055555820465088,1.0,shard_00045.npz,175
karsl_01_train_0266_03_01_0266_15_08_18_12_58_46_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_46)_c.mp4,01,train,train,0266,لوم,blame,45,30.0,1920,1080,1.0,1.0,0.9111111164093018,1.0,shard_00045.npz,176
karsl_01_train_0266_03_01_0266_15_08_18_12_58_49_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_49)_c.mp4,01,train,train,0266,لوم,blame,42,30.0,1920,1080,1.0,1.0,0.9523809552192688,1.0,shard_00045.npz,177
karsl_01_train_0266_03_01_0266_15_08_18_12_58_52_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_52)_c.mp4,01,train,train,0266,لوم,blame,42,30.0,1920,1080,0.9523809552192688,1.0,0.9047619104385376,1.0,shard_00045.npz,178
karsl_01_train_0266_03_01_0266_15_08_18_12_58_54_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_54)_c.mp4,01,train,train,0266,لوم,blame,40,30.0,1920,1080,1.0,1.0,0.875,1.0,shard_00045.npz,179
karsl_01_train_0266_03_01_0266_15_08_18_12_58_57_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_58_57)_c.mp4,01,train,train,0266,لوم,blame,45,30.0,1920,1080,1.0,1.0,0.8666666746139526,1.0,shard_00045.npz,180
karsl_01_train_0266_03_01_0266_15_08_18_12_59_00_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_00)_c.mp4,01,train,train,0266,لوم,blame,42,30.0,1920,1080,1.0,1.0,0.9285714030265808,1.0,shard_00045.npz,181
karsl_01_train_0266_03_01_0266_15_08_18_12_59_03_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_03)_c.mp4,01,train,train,0266,لوم,blame,35,30.0,1920,1080,1.0,1.0,0.8857142925262451,1.0,shard_00045.npz,182
karsl_01_train_0266_03_01_0266_15_08_18_12_59_05_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_05)_c.mp4,01,train,train,0266,لوم,blame,41,30.0,1920,1080,1.0,1.0,0.9268292784690857,1.0,shard_00045.npz,183
karsl_01_train_0266_03_01_0266_15_08_18_12_59_08_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_08)_c.mp4,01,train,train,0266,لوم,blame,43,30.0,1920,1080,1.0,1.0,0.8604651093482971,1.0,shard_00045.npz,184
karsl_01_train_0266_03_01_0266_15_08_18_12_59_11_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_11)_c.mp4,01,train,train,0266,لوم,blame,38,30.0,1920,1080,1.0,1.0,0.8421052694320679,1.0,shard_00045.npz,185
karsl_01_train_0266_03_01_0266_15_08_18_12_59_14_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_14)_c.mp4,01,train,train,0266,لوم,blame,38,30.0,1920,1080,1.0,1.0,0.8421052694320679,1.0,shard_00045.npz,186
karsl_01_train_0266_03_01_0266_15_08_18_12_59_16_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_16)_c.mp4,01,train,train,0266,لوم,blame,39,30.0,1920,1080,1.0,1.0,1.0,1.0,shard_00045.npz,187
karsl_01_train_0266_03_01_0266_15_08_18_12_59_19_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_19)_c.mp4,01,train,train,0266,لوم,blame,37,30.0,1920,1080,1.0,1.0,0.8918918967247009,1.0,shard_00045.npz,188
karsl_01_train_0266_03_01_0266_15_08_18_12_59_22_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_22)_c.mp4,01,train,train,0266,لوم,blame,32,30.0,1920,1080,1.0,1.0,0.875,1.0,shard_00045.npz,189
karsl_01_train_0266_03_01_0266_15_08_18_12_59_24_c_mp4,01/train/0266/03_01_0266_(15_08_18_12_59_24)_c.mp4,01,train,train,0266,لوم,blame,26,30.0,1920,1080,1.0,1.0,0.9230769276618958,1.0,shard_00045.npz,190
karsl_01_train_0266_03_01_0266_16_09_17_22_17_57_c_mp4,01/train/0266/03_01_0266_(16_09_17_22_17_57)_c.mp4,01,train,train,0266,لوم,blame,52,30.0,1920,1080,1.0,1.0,0.9230769276618958,1.0,shard_00045.npz,191
karsl_01_train_0266_03_01_0266_16_09_17_22_18_08_c_mp4,01/train/0266/03_01_0266_(16_09_17_22_18_08)_c.mp4,01,train,train,0266,لوم,blame,50,30.0,1920,1080,1.0,1.0,0.9200000166893005,1.0,shard_00045.npz,192
karsl_01_train_0266_03_01_0266_16_09_17_22_18_15_c_mp4,01/train/0266/03_01_0266_(16_09_17_22_18_15)_c.mp4,01,train,train,0266,لوم,blame,51,30.0,1920,1080,1.0,1.0,0.9215686321258545,1.0,shard_00045.npz,193
karsl_01_train_0266_03_01_0266_16_09_17_22_18_18_c_mp4,01/train/0266/03_01_0266_(16_09_17_22_18_18)_c.mp4,01,train,train,0266,لوم,blame,40,30.0,1920,1080,1.0,1.0,0.875,1.0,shard_00045.npz,194
