label,video,signer_id,repetition_id,raw_frames,fps,raw_duration_seconds,start_frame,end_frame,active_frames,active_duration_seconds,trim_percent,overall_left_rate,overall_right_rate,active_left_rate,active_right_rate,motion_threshold
Create,Create_01_2.mov,01,2,180,30.0,6.0,28,168,141,4.7,21.67,51.67,25.56,65.96,32.62,0.00659652
Create,Create_05_1.mov,05,1,118,30.0,3.933,31,112,82,2.733,30.51,42.37,39.83,60.98,57.32,0.010025
Create,Create_05_2.mov,05,2,132,30.0,4.4,29,123,95,3.167,28.03,44.7,45.45,62.11,63.16,0.0069955
Create,Create_06_1.mov,06,1,93,30.0,3.1,18,91,74,2.467,20.43,49.46,46.24,62.16,58.11,0.01009893
Create,Create_06_2.mov,06,2,115,30.0,3.833,30,111,82,2.733,28.7,44.35,43.48,62.2,60.98,0.00710118
Customer,Customer_02_1.MOV,02,1,144,30.0,4.8,19,129,111,3.7,22.92,43.75,0.0,56.76,0.0,0.00426555
Customer,Customer_02_2.MOV,02,2,100,30.0,3.333,12,83,72,2.4,28.0,31.0,0.0,43.06,0.0,0.00435378
Customer,Customer_03_1.MOV,03,1,146,30.0,4.867,47,133,87,2.9,40.41,38.36,0.0,64.37,0.0,0.0052554
Customer,Customer_03_2.MOV,03,2,198,30.0,6.6,0,197,198,6.6,0.0,48.48,0.0,48.48,0.0,0.00382305
Customer,Customer_05_1.MOV,05,1,132,30.0,4.4,26,128,103,3.433,21.97,39.39,0.0,50.49,0.0,0.00869815
Customer,Customer_05_2.MOV,05,2,128,30.0,4.267,47,110,64,2.133,50.0,27.34,0.0,54.69,0.0,0.00537856
Data,Data_01_1.mov,01,1,134,30.0,4.467,23,118,96,3.2,28.36,41.04,50.0,57.29,69.79,0.00844075
Data,Data_01_2.mov,01,2,182,30.0,6.067,13,171,159,5.3,12.64,59.34,73.63,67.92,84.28,0.00800429
Data,Data_02_1.mov,02,1,246,30.0,8.2,44,244,201,6.7,18.29,48.37,61.79,59.2,75.62,0.00523572
Data,Data_02_2.mov,02,2,167,30.0,5.567,47,163,117,3.9,29.94,40.72,47.9,58.12,68.38,0.00621228
Data,Data_05_1.mov,05,1,160,30.0,5.333,27,123,97,3.233,39.38,40.0,29.38,65.98,48.45,0.0071115
Data,Data_05_2.mov,05,2,143,30.0,4.767,11,94,84,2.8,41.26,37.06,34.27,63.1,58.33,0.00984622
Database,database_01_1.MOV,01,1,230,30.0,7.667,24,207,184,6.133,20.0,46.09,57.39,57.61,71.74,0.01012844
Database,database_01_2.MOV,01,2,120,30.0,4.0,9,103,95,3.167,20.83,49.17,54.17,62.11,68.42,0.00805725
Database,database_02_1.MOV,02,1,106,30.0,3.533,0,92,93,3.1,12.26,61.32,65.09,69.89,74.19,0.01069503
Database,database_02_2.MOV,02,2,252,30.0,8.4,15,237,223,7.433,11.51,72.62,74.6,82.06,84.3,0.00629646
Database,database_07_1.mp4,07,1,294,59.94,4.905,31,253,223,3.72,24.15,61.9,56.12,81.61,73.99,0.00544451
Datatype,Datatype_01_1.mov,01,1,311,30.0,10.367,31,269,239,7.967,23.15,50.16,38.59,65.27,50.21,0.00462427
Datatype,Datatype_01_2.mov,01,2,222,30.0,7.4,18,186,169,5.633,23.87,53.15,35.59,69.82,46.75,0.00588029
Datatype,Datatype_02_1.mov,02,1,323,30.0,10.767,50,304,255,8.5,21.05,47.06,37.15,59.61,47.06,0.0045956
Datatype,Datatype_02_2.mov,02,2,212,30.0,7.067,19,170,152,5.067,28.3,47.17,43.4,65.79,60.53,0.00698715
Datatype,Datatype_05_1.mov,05,1,252,30.0,8.4,44,208,165,5.5,34.52,55.56,22.62,84.85,34.55,0.00751067
Datatype,Datatype_05_2.mov,05,2,183,30.0,6.1,24,154,131,4.367,28.42,59.56,25.14,83.21,35.11,0.0080421
Date,date_01_1.MOV,01,1,205,30.0,6.833,37,199,163,5.433,20.49,65.85,43.9,82.82,55.21,0.00678326
Date,date_01_2.MOV,01,2,100,30.0,3.333,23,92,70,2.333,30.0,41.0,41.0,58.57,58.57,0.00874416
Date,date_02_1.MOV,02,1,219,30.0,7.3,31,215,185,6.167,15.53,73.52,50.68,87.03,60.0,0.0057797
Date,date_02_2.MOV,02,2,120,30.0,4.0,18,113,96,3.2,20.0,61.67,21.67,77.08,27.08,0.00828892
Date,date_07_1.mp4,07,1,50,25.0,2.0,3,49,47,1.88,6.0,64.0,54.0,68.09,57.45,0.0280378
Declare,Declare_02_1.mov,02,1,188,30.0,6.267,17,164,148,4.933,21.28,43.09,0.0,54.73,0.0,0.00486648
Declare,Declare_02_2.mov,02,2,262,30.0,8.733,12,249,238,7.933,9.16,50.0,0.0,55.04,0.0,0.00397926
Declare,Declare_03_1.mov,03,1,146,30.0,4.867,15,120,106,3.533,27.4,50.68,0.0,69.81,0.0,0.00598083
Declare,Declare_03_2.mov,03,2,222,30.0,7.4,0,193,194,6.467,12.61,62.61,0.0,71.65,0.0,0.00502468
Declare,Declare_06_1.mov,06,1,113,30.0,3.767,21,97,77,2.567,31.86,44.25,0.0,64.94,0.0,0.00871516
Declare,Declare_06_2.mov,06,2,124,30.0,4.133,12,110,99,3.3,20.16,50.0,0.0,62.63,0.0,0.00680013
Definition,Definition_01_1.mov,01,1,114,30.0,3.8,17,95,79,2.633,30.7,38.6,26.32,55.7,37.97,0.00807523
Definition,Definition_01_2.mov,01,2,220,30.0,7.333,22,197,176,5.867,20.0,48.18,58.18,60.23,72.73,0.00649102
Definition,Definition_05_1.mov,05,1,93,30.0,3.1,31,92,62,2.067,33.33,38.71,36.56,58.06,54.84,0.00704423
Definition,Definition_05_2.mov,05,2,124,30.0,4.133,35,118,84,2.8,32.26,37.1,35.48,54.76,52.38,0.00614446
Definition,Definition_06_1.mov,06,1,91,30.0,3.033,21,87,67,2.233,26.37,42.86,46.15,58.21,62.69,0.00876572
Definition,Definition_06_2.mov,06,2,113,30.0,3.767,25,112,88,2.933,22.12,38.94,60.18,50.0,77.27,0.00923301
Delete-remove-pop,Delete-remove-pop_01_1.mov,01,1,176,30.0,5.867,28,127,100,3.333,43.18,38.07,39.2,67.0,69.0,0.00986393
Delete-remove-pop,Delete-remove-pop_01_2.mov,01,2,230,30.0,7.667,27,198,172,5.733,25.22,61.74,56.09,82.56,75.0,0.00951548
Delete-remove-pop,Delete-remove-pop_02_1.mov,02,1,143,30.0,4.767,20,136,117,3.9,18.18,60.84,55.24,74.36,67.52,0.00954743
Delete-remove-pop,Delete-remove-pop_02_2.mov,02,2,219,30.0,7.3,18,185,168,5.6,23.29,64.38,59.36,83.93,77.38,0.00792328
Delete-remove-pop,Delete-remove-pop_05_1.mov,05,1,159,30.0,5.3,47,135,89,2.967,44.03,43.4,24.53,77.53,43.82,0.00912984
Delete-remove-pop,Delete-remove-pop_05_2.mov,05,2,183,30.0,6.1,20,134,115,3.833,37.16,50.82,43.72,80.87,69.57,0.00863507
Depend,Depend_02_1.MOV,02,1,140,30.0,4.667,23,123,101,3.367,27.86,52.14,11.43,72.28,15.84,0.00750222
Depend,Depend_02_2.MOV,02,2,88,30.0,2.933,6,63,58,1.933,34.09,37.5,5.68,56.9,8.62,0.01051006
Depend,Depend_03_1.MOV,03,1,177,30.0,5.9,57,163,107,3.567,39.55,41.81,17.51,69.16,28.97,0.00785156
Depend,Depend_03_2.MOV,03,2,99,30.0,3.3,26,86,61,2.033,38.38,33.33,18.18,54.1,29.51,0.00918481
Depend,Depend_05_1.MOV,05,1,108,30.0,3.6,28,91,64,2.133,40.74,31.48,0.93,53.12,1.56,0.01037652
Depend,Depend_05_2.MOV,05,2,148,30.0,4.933,36,123,88,2.933,40.54,35.81,0.68,60.23,1.14,0.00827612
Derived,Derived_01_1.MOV,01,1,166,30.0,5.533,27,148,122,4.067,26.51,48.8,57.23,66.39,77.87,0.01011936
Derived,Derived_01_2.MOV,01,2,412,30.0,13.733,52,388,337,11.233,18.2,62.86,68.69,76.85,83.98,0.00716827
Derived,Derived_02_1.MOV,02,1,179,30.0,5.967,23,176,154,5.133,13.97,61.45,65.92,71.43,76.62,0.01134101
Derived,Derived_02_2.MOV,02,2,357,30.0,11.9,38,339,302,10.067,15.41,58.54,75.91,69.21,89.74,0.00528684
Derived,Derived_07_1.mp4,07,1,286,59.94,4.771,19,278,260,4.338,9.09,73.78,75.17,81.15,82.69,0.00807082
Description,Description_02_1.MOV,02,1,253,30.0,8.433,13,246,234,7.8,7.51,82.21,59.29,88.89,64.1,0.01051584
Description,Description_02_2.MOV,02,2,181,30.0,6.033,9,163,155,5.167,14.36,71.82,46.41,83.87,54.19,0.00985477
Description,Description_03_1.MOV,03,1,295,30.0,9.833,30,294,265,8.833,10.17,73.9,49.83,82.26,55.47,0.00566581
Description,Description_03_2.MOV,03,2,215,30.0,7.167,31,198,168,5.6,21.86,60.93,41.86,77.98,53.57,0.00785988
Description,Description_05_1.MOV,05,1,229,30.0,7.633,46,209,164,5.467,28.38,55.9,38.43,78.05,53.66,0.00702842
Description,Description_05_2.MOV,05,2,186,30.0,6.2,44,170,127,4.233,31.72,49.46,36.56,72.44,53.54,0.00820895
Destroy,Destroy_01_1.mov,01,1,122,30.0,4.067,30,83,54,1.8,55.74,24.59,21.31,55.56,48.15,0.01017433
Destroy,Destroy_01_2.mov,01,2,150,30.0,5.0,15,119,105,3.5,30.0,28.0,29.33,40.0,41.9,0.00769097
Destroy,Destroy_02_1.mov,02,1,135,30.0,4.5,17,93,77,2.567,42.96,35.56,31.85,62.34,55.84,0.00970713
Destroy,Destroy_02_2.mov,02,2,180,30.0,6.0,28,127,100,3.333,44.44,41.11,40.0,74.0,72.0,0.00754264
Destroy,Destroy_05_1.mov,05,1,206,30.0,6.867,79,167,89,2.967,56.8,32.52,25.73,75.28,59.55,0.00685243
Destroy,Destroy_05_2.mov,05,2,217,30.0,7.233,53,157,105,3.5,51.61,33.18,25.35,68.57,52.38,0.00637764
Diamond,diamond_01_1.MOV,01,1,187,30.0,6.233,38,182,145,4.833,22.46,45.99,60.43,59.31,77.93,0.00696457
Diamond,diamond_01_2.MOV,01,2,118,30.0,3.933,30,101,72,2.4,38.98,37.29,33.9,61.11,55.56,0.00926501
Diamond,diamond_02_1.MOV,02,1,262,30.0,8.733,42,261,220,7.333,16.03,45.8,72.9,54.55,86.82,0.0049544
Diamond,diamond_02_2.MOV,02,2,120,30.0,4.0,18,116,99,3.3,17.5,47.5,62.5,57.58,75.76,0.0089831
Diamond,diamond_07_1.mp4,07,1,65,25.0,2.6,5,64,60,2.4,7.69,70.77,60.0,76.67,65.0,0.01141424
Disjoint,disjoint_01_1.MOV,01,1,137,30.0,4.567,33,122,90,3.0,34.31,47.45,49.64,72.22,75.56,0.00815525
Disjoint,disjoint_01_2.MOV,01,2,109,30.0,3.633,36,90,55,1.833,49.54,29.36,31.19,58.18,61.82,0.01114909
Disjoint,disjoint_02_1.MOV,02,1,162,30.0,5.4,25,155,131,4.367,19.14,67.9,67.9,83.97,83.97,0.00605573
Disjoint,disjoint_02_2.MOV,02,2,89,30.0,2.967,14,85,72,2.4,19.1,59.55,59.55,73.61,73.61,0.01181193
Disjoint,disjoint_07_1.mp4,07,1,55,25.0,2.2,0,49,50,2.0,9.09,60.0,58.18,66.0,64.0,0.01815307
Domain,domain_01_1.MOV,01,1,238,30.0,7.933,39,212,174,5.8,26.89,49.58,60.92,67.82,83.33,0.00648758
Domain,domain_01_2.MOV,01,2,127,30.0,4.233,20,110,91,3.033,28.35,29.13,54.33,40.66,75.82,0.00868198
Domain,domain_02_1.MOV,02,1,267,30.0,8.9,37,253,217,7.233,18.73,48.69,72.28,59.91,88.94,0.00611419
Domain,domain_02_2.MOV,02,2,137,30.0,4.567,24,127,104,3.467,24.09,44.53,59.85,58.65,78.85,0.00801251
Domain,domain_07_1.mp4,07,1,171,59.94,2.853,0,159,160,2.669,6.43,74.85,80.7,80.0,86.25,0.00683167
dot operator,dot operator_02_1.mov,02,1,86,30.0,2.867,11,68,58,1.933,32.56,34.88,0.0,51.72,0.0,0.00432133
dot operator,dot operator_02_2.mov,02,2,184,30.0,6.133,18,174,157,5.233,14.67,66.85,0.0,78.34,0.0,0.00319008
dot operator,dot operator_03_1.mov,03,1,83,30.0,2.767,14,69,56,1.867,32.53,36.14,0.0,53.57,0.0,0.00561516
dot operator,dot operator_03_2.mov,03,2,141,30.0,4.7,24,130,107,3.567,24.11,43.26,0.0,57.01,0.0,0.00315729
dot operator,dot operator_06_1.mov,06,1,91,30.0,3.033,32,90,59,1.967,35.16,28.57,0.0,44.07,0.0,0.00414097
dot operator,dot operator_06_2.mov,06,2,96,30.0,3.2,24,91,68,2.267,29.17,34.38,0.0,48.53,0.0,0.00434385
Double,Double_02_1.mov,02,1,124,30.0,4.133,14,112,99,3.3,20.16,30.65,47.58,38.38,59.6,0.00813119
Double,Double_02_2.mov,02,2,242,30.0,8.067,13,233,221,7.367,8.68,51.65,73.97,56.56,81.0,0.00845806
Double,Double_03_1.mov,03,1,109,30.0,3.633,9,96,88,2.933,19.27,34.86,54.13,43.18,67.05,0.00892835
Double,Double_03_3.mov,03,3,163,30.0,5.433,7,139,133,4.433,18.4,39.88,65.03,48.87,79.7,0.0077908
Double,Double_06_1.mov,06,1,92,30.0,3.067,27,86,60,2.0,34.78,36.96,40.22,56.67,61.67,0.01248602
Double,Double_06_2.mov,06,2,127,30.0,4.233,31,111,81,2.7,36.22,40.16,45.67,62.96,71.6,0.01052276
element,element_03_1.MOV,03,1,165,30.0,5.5,30,164,135,4.5,18.18,58.18,3.64,71.11,4.44,0.00944077
element,element_03_2.MOV,03,2,108,30.0,3.6,0,93,94,3.133,12.96,43.52,0.0,50.0,0.0,0.01031766
element,element_05_1.MOV,05,1,138,30.0,4.6,40,134,95,3.167,31.16,47.1,2.17,68.42,3.16,0.00594643
element,element_05_2.MOV,05,2,124,30.0,4.133,29,101,73,2.433,41.13,36.29,3.23,61.64,5.48,0.00760899
element,element_06_1.MOV,06,1,98,30.0,3.267,29,97,69,2.3,29.59,54.08,0.0,76.81,0.0,0.0063435
element,element_06_2.MOV,06,2,107,30.0,3.567,27,85,59,1.967,44.86,31.78,0.0,57.63,0.0,0.00579121
Else,Else_01_1.MOV,01,1,120,30.0,4.0,21,93,73,2.433,39.17,34.17,0.0,56.16,0.0,0.00453881
Else,Else_01_2.MOV,01,2,197,30.0,6.567,0,165,166,5.533,15.74,48.22,0.0,57.23,0.0,0.00303412
Else,Else_05_1.MOV,05,1,83,30.0,2.767,24,79,56,1.867,32.53,31.33,0.0,46.43,0.0,0.00642024
Else,Else_05_2.MOV,05,2,101,30.0,3.367,0,94,95,3.167,5.94,36.63,0.0,38.95,0.0,0.00576597
Else,Else_06_1.MOV,06,1,83,30.0,2.767,30,82,53,1.767,36.14,26.51,0.0,41.51,0.0,0.00620093
Else,Else_06_2.MOV,06,2,109,30.0,3.633,25,108,84,2.8,22.94,40.37,0.0,52.38,0.0,0.00617156
End,End_01_1.MOV,01,1,110,30.0,3.667,20,102,83,2.767,24.55,51.82,51.82,68.67,68.67,0.01032843
End,End_01_2.MOV,01,2,207,30.0,6.9,33,171,139,4.633,32.85,49.76,36.71,74.1,54.68,0.00587795
End,End_05_1.MOV,05,1,108,30.0,3.6,38,107,70,2.333,35.19,37.04,39.81,57.14,61.43,0.01166157
End,End_05_2.MOV,05,2,137,30.0,4.567,31,133,103,3.433,24.82,59.85,53.28,79.61,70.87,0.00919229
End,End_06_1.MOV,06,1,99,30.0,3.3,18,96,79,2.633,20.2,47.47,53.54,59.49,67.09,0.01142527
End,End_06_2.MOV,06,2,122,30.0,4.067,23,121,99,3.3,18.85,61.48,60.66,75.76,74.75,0.00860096
Equal_equlaity,Equal_equlaity_01_1.mov,01,1,140,30.0,4.667,20,123,104,3.467,25.71,40.71,40.71,54.81,54.81,0.00993161
Equal_equlaity,Equal_equlaity_01_2.mov,01,2,210,30.0,7.0,17,193,177,5.9,15.71,56.67,62.38,67.23,74.01,0.00673611
Equal_equlaity,Equal_equlaity_02_1.mov,02,1,162,30.0,5.4,16,138,123,4.1,24.07,52.47,48.77,69.11,64.23,0.00705461
Equal_equlaity,Equal_equlaity_02_2.mov,02,2,248,30.0,8.267,22,205,184,6.133,25.81,54.44,53.63,73.37,72.28,0.0052961
Equal_equlaity,Equal_equlaity_05_1.mov,05,1,175,30.0,5.833,50,158,109,3.633,37.71,46.29,42.29,74.31,67.89,0.00765416
Equal_equlaity,Equal_equlaity_05_2.mov,05,2,229,30.0,7.633,51,189,139,4.633,39.3,48.03,45.41,79.14,74.82,0.00707127
Error,Error_01_1.mov,01,1,144,30.0,4.8,29,124,96,3.2,33.33,27.78,0.0,41.67,0.0,0.00765532
Error,Error_01_2.mov,01,2,224,30.0,7.467,36,191,156,5.2,30.36,50.0,0.45,71.79,0.64,0.00654871
Error,Error_02_1.mov,02,1,166,30.0,5.533,23,140,118,3.933,28.92,51.2,0.0,72.03,0.0,0.00548686
Error,Error_02_2.mov,02,2,234,30.0,7.8,47,217,171,5.7,26.92,51.71,0.0,70.76,0.0,0.00464644
Error,Error_05_1.mov,05,1,157,30.0,5.233,42,142,101,3.367,35.67,40.76,1.27,63.37,1.98,0.00939803
Error,Error_05_2.mov,05,2,228,30.0,7.6,45,227,183,6.1,19.74,29.39,0.88,36.61,1.09,0.0071265
Example,Example_01_1.mov,01,1,134,30.0,4.467,25,112,88,2.933,34.33,32.09,0.0,48.86,0.0,0.00749602
Example,Example_01_2.mov,01,2,163,30.0,5.433,18,148,131,4.367,19.63,42.94,0.0,53.44,0.0,0.00826305
Example,Example_02_1.mov,02,1,130,30.0,4.333,11,110,100,3.333,23.08,43.08,0.0,56.0,0.0,0.00633461
Example,Example_02_2.mov,02,2,232,30.0,7.733,21,193,173,5.767,25.43,56.47,0.0,75.72,0.0,0.00562433
Example,Example_05_1.mov,05,1,156,30.0,5.2,20,105,86,2.867,44.87,40.38,0.0,73.26,0.0,0.00709766
Example,Example_05_2.mov,05,2,175,30.0,5.833,21,119,99,3.3,43.43,43.43,0.0,76.77,0.0,0.00770494
Exercise,Exercise_02_1.MOV,02,1,131,30.0,4.367,10,109,100,3.333,23.66,53.44,0.0,70.0,0.0,0.00405394
Exercise,Exercise_02_2.MOV,02,2,170,30.0,5.667,28,162,135,4.5,20.59,59.41,0.0,74.81,0.0,0.00383297
Exercise,Exercise_03_1.MOV,03,1,113,30.0,3.767,9,96,88,2.933,22.12,45.13,0.0,57.95,0.0,0.00464258
Exercise,Exercise_03_2.MOV,03,2,189,30.0,6.3,25,186,162,5.4,14.29,64.02,0.0,74.69,0.0,0.0033544
Exercise,Exercise_06_1.MOV,06,1,109,30.0,3.633,33,98,66,2.2,39.45,34.86,0.0,57.58,0.0,0.00590996
Exercise,Exercise_06_2.MOV,06,2,108,30.0,3.6,24,100,77,2.567,28.7,50.0,0.0,70.13,0.0,0.00754506
Exist,Exist_01_1.MOV,01,1,164,30.0,5.467,0,148,149,4.967,9.15,16.46,34.15,18.12,37.58,0.00529881
Exist,Exist_01_2.MOV,01,2,100,30.0,3.333,21,87,67,2.233,33.0,32.0,34.0,47.76,50.75,0.00886062
Exist,Exist_05_1.MOV,05,1,139,30.0,4.633,42,130,89,2.967,35.97,33.09,32.37,51.69,50.56,0.00828524
Exist,Exist_05_2.MOV,05,2,116,30.0,3.867,33,95,63,2.1,45.69,25.0,24.14,46.03,44.44,0.01085691
Exist,Exist_06_1.MOV,06,1,125,30.0,4.167,30,99,70,2.333,44.0,30.4,28.8,54.29,51.43,0.01065126
Exist,Exist_06_2.MOV,06,2,105,30.0,3.5,24,85,62,2.067,40.95,32.38,31.43,54.84,53.23,0.01367223
Figure,Figure_01_1.mov,01,1,91,30.0,3.033,10,82,73,2.433,19.78,30.77,24.18,38.36,30.14,0.00614732
Figure,Figure_01_2.MOV,01,2,145,30.0,4.833,19,135,117,3.9,19.31,58.62,55.17,72.65,68.38,0.00659413
Figure,Figure_05_1.MOV,05,1,116,30.0,3.867,21,88,68,2.267,41.38,28.45,31.03,48.53,52.94,0.01190918
Figure,Figure_05_2.mov,05,2,112,30.0,3.733,23,105,83,2.767,25.89,46.43,45.54,62.65,61.45,0.01172467
Figure,Figure_06_1.mov,06,1,88,30.0,2.933,22,87,66,2.2,25.0,47.73,47.73,63.64,63.64,0.01451523
Figure,Figure_06_2.mov,06,2,82,30.0,2.733,24,78,55,1.833,32.93,39.02,41.46,58.18,61.82,0.02074133
First out,First out_02_1.MOV,02,1,136,30.0,4.533,24,111,88,2.933,35.29,31.62,36.76,48.86,56.82,0.0081526
First out,First out_02_2.MOV,02,2,163,30.0,5.433,19,156,138,4.6,15.34,52.15,36.81,61.59,43.48,0.00964497
First out,First out_03_1.MOV,03,1,229,30.0,7.633,42,228,187,6.233,18.34,68.12,55.02,83.42,67.38,0.00893216
First out,First out_03_2.MOV,03,2,154,30.0,5.133,44,147,104,3.467,32.47,45.45,31.82,67.31,47.12,0.00871925
First out,First out_05_1.MOV,05,1,157,30.0,5.233,27,142,116,3.867,26.11,48.41,26.11,65.52,35.34,0.00738493
First out,First out_05_2.MOV,05,2,122,30.0,4.067,28,107,80,2.667,34.43,43.44,18.03,66.25,27.5,0.00980643
First out,First out_06_1.MOV,06,1,116,30.0,3.867,0,105,106,3.533,8.62,63.79,73.28,60.38,80.19,0.01607028
First out,First out_06_2.MOV,06,2,142,30.0,4.733,37,134,98,3.267,30.99,50.0,35.21,72.45,51.02,0.01216085
Foreign key,Foreign key_01_1.MOV,01,1,152,30.0,5.067,25,136,112,3.733,26.32,45.39,42.76,61.61,58.04,0.00908665
Foreign key,Foreign key_01_2.MOV,01,2,236,30.0,7.867,20,212,193,6.433,18.22,57.63,69.92,70.47,85.49,0.0076451
Foreign key,Foreign key_02_1.MOV,02,1,216,30.0,7.2,9,215,207,6.9,4.17,75.0,87.04,78.26,90.82,0.00690713
Foreign key,Foreign key_02_2.MOV,02,2,155,30.0,5.167,16,151,136,4.533,12.26,60.65,67.1,69.12,76.47,0.00968881
Foreign key,Foreign key_07_1.mp4,07,1,196,59.94,3.27,0,195,196,3.27,0.0,81.12,85.71,81.12,85.71,0.00647208
Front,Front_01_1.MOV,01,1,105,30.0,3.5,19,79,61,2.033,41.9,29.52,0.0,50.82,0.0,0.00398335
Front,Front_01_2.MOV,01,2,157,30.0,5.233,0,135,136,4.533,13.38,43.95,0.0,50.74,0.0,0.00436692
Front,Front_05_1.MOV,05,1,106,30.0,3.533,29,96,68,2.267,35.85,39.62,37.74,61.76,58.82,0.00777019
Front,Front_05_2.MOV,05,2,114,30.0,3.8,32,109,78,2.6,31.58,43.86,43.86,64.1,64.1,0.00690152
Front,Front_06_1.MOV,06,1,97,30.0,3.233,25,88,64,2.133,34.02,35.05,38.14,53.12,57.81,0.01256598
Front,Front_06_2.MOV,06,2,98,30.0,3.267,23,95,73,2.433,25.51,42.86,46.94,57.53,63.01,0.0110196
Full,Full_01_1.MOV,01,1,90,30.0,3.0,12,73,62,2.067,31.11,17.78,11.11,25.81,16.13,0.00759213
Full,Full_01_2.MOV,01,2,141,30.0,4.7,35,127,93,3.1,34.04,37.59,38.3,56.99,58.06,0.00947025
Full,Full_05_1.MOV,05,1,119,30.0,3.967,53,114,62,2.067,47.9,26.05,28.57,50.0,54.84,0.01085804
Full,Full_05_2.MOV,05,2,98,30.0,3.267,22,97,76,2.533,22.45,56.12,57.14,72.37,73.68,0.01295823
Full,Full_06_1.MOV,06,1,96,30.0,3.2,25,82,58,1.933,39.58,31.25,32.29,51.72,53.45,0.01703822
Full,Full_06_2.MOV,06,2,116,30.0,3.867,31,98,68,2.267,41.38,32.76,32.76,55.88,55.88,0.01349436
Function,function_01_1.MOV,01,1,175,30.0,5.833,9,145,137,4.567,21.71,26.86,51.43,34.31,65.69,0.00886715
Function,function_01_2.MOV,01,2,85,30.0,2.833,0,68,69,2.3,18.82,37.65,34.12,46.38,42.03,0.01230188
Function,function_02_1.MOV,02,1,129,30.0,4.3,10,128,119,3.967,7.75,51.16,68.99,55.46,74.79,0.01141055
Function,function_02_2.MOV,02,2,201,30.0,6.7,12,182,171,5.7,14.93,45.27,66.17,53.22,77.78,0.00715101
Function,function_07_1.mp4,07,1,224,59.94,3.737,21,198,178,2.97,20.54,63.84,66.96,80.34,84.27,0.00625752
Graphics,Graphics_02_1.MOV,02,1,273,30.0,9.1,27,272,246,8.2,9.89,58.24,80.95,64.63,89.84,0.01458456
Graphics,Graphics_02_2.MOV,02,2,129,30.0,4.3,13,128,116,3.867,10.08,48.06,52.71,53.45,58.62,0.01612943
Graphics,Graphics_03_1.MOV,03,1,172,30.0,5.733,37,156,120,4.0,30.23,44.19,52.33,63.33,75.0,0.01105846
Graphics,Graphics_03_2.MOV,03,2,312,30.0,10.4,53,286,234,7.8,25.0,56.09,64.42,74.79,85.9,0.00936175
Graphics,Graphics_05_1.MOV,05,1,147,30.0,4.9,31,146,116,3.867,21.09,40.82,40.14,51.72,50.86,0.01187463
Graphics,Graphics_05_2.MOV,05,2,157,30.0,5.233,28,152,125,4.167,20.38,60.51,55.41,76.0,69.6,0.01355883
Hashtag,Hashtag_01_1.MOV,01,1,95,30.0,3.167,13,84,72,2.4,24.21,44.21,0.0,58.33,0.0,0.00718259
Hashtag,Hashtag_01_2.MOV,01,2,161,30.0,5.367,24,159,136,4.533,15.53,55.9,0.0,66.18,0.0,0.00531564
Hashtag,Hashtag_05_1.MOV,05,1,93,30.0,3.1,21,92,72,2.4,22.58,46.24,0.0,59.72,0.0,0.00819516
Hashtag,Hashtag_05_2.MOV,05,2,113,30.0,3.767,19,112,94,3.133,16.81,53.1,0.0,63.83,0.0,0.00738608
Hashtag,Hashtag_06_1.MOV,06,1,85,30.0,2.833,12,84,73,2.433,14.12,48.24,0.0,56.16,0.0,0.00804022
Hashtag,Hashtag_06_2.MOV,06,2,111,30.0,3.7,23,110,88,2.933,20.72,52.25,0.0,65.91,0.0,0.0072752
Higher,Higher_01_1.MOV,01,1,106,30.0,3.533,20,105,86,2.867,18.87,26.42,51.89,32.56,63.95,0.00923066
Higher,Higher_01_2.MOV,01,2,168,30.0,5.6,26,167,142,4.733,15.48,42.86,58.93,50.7,69.72,0.00869612
Higher,Higher_03_1.MOV,03,1,105,30.0,3.5,28,79,52,1.733,50.48,26.67,22.86,53.85,46.15,0.01081905
Higher,Higher_03_2.MOV,03,2,126,30.0,4.2,33,108,76,2.533,39.68,29.37,34.92,48.68,57.89,0.00998432
Higher,Higher_06_1.MOV,06,1,103,30.0,3.433,15,84,70,2.333,32.04,43.69,42.72,64.29,62.86,0.01582096
Higher,Higher_06_2.MOV,06,2,115,30.0,3.833,17,100,84,2.8,26.96,48.7,52.17,66.67,71.43,0.01475025
Hold,Hold_01_1.MOV,01,1,161,30.0,5.367,27,149,123,4.1,23.6,36.65,43.48,47.97,56.91,0.00841046
Hold,Hold_01_2.MOV,01,2,232,30.0,7.733,53,231,179,5.967,22.84,39.22,55.17,50.84,71.51,0.00931325
Hold,Hold_05_1.MOV,05,1,123,30.0,4.1,30,108,79,2.633,35.77,38.21,38.21,59.49,59.49,0.01159503
Hold,Hold_05_2.MOV,05,2,142,30.0,4.733,35,126,92,3.067,35.21,47.89,40.14,73.91,61.96,0.01072689
Hold,Hold_06_1.MOV,06,1,90,30.0,3.0,17,84,68,2.267,24.44,46.67,27.78,61.76,36.76,0.01184307
Hold,Hold_06_2.MOV,06,2,131,30.0,4.367,25,126,102,3.4,22.14,51.91,48.85,66.67,62.75,0.01106779
Id- identifier,Id- identifier_02_1.MOV,02,1,178,30.0,5.933,11,177,167,5.567,6.18,76.97,0.0,82.04,0.0,0.00516789
Id- identifier,Id- identifier_02_2.MOV,02,2,128,30.0,4.267,13,119,107,3.567,16.41,56.25,0.0,67.29,0.0,0.00521523
