sample_index,label_id,label,video,signer_id,repetition_id,raw_frames,start_frame,end_frame,active_frames_used,target_frames,left_observed_rate,right_observed_rate,left_short_gap_imputed_rate,right_short_gap_imputed_rate,landmark_file
221,37,Customer,Customer_03_1.MOV,03,1,146,47,133,87,200,65.0,0.0,6.5,0.0,Customer\Customer_03_1.npy
222,37,Customer,Customer_03_2.MOV,03,2,198,0,197,198,200,48.5,0.0,2.5,0.0,Customer\Customer_03_2.npy
223,37,Customer,Customer_05_1.MOV,05,1,132,26,128,103,200,50.5,0.0,3.0,0.0,Customer\Customer_05_1.npy
224,37,Customer,Customer_05_2.MOV,05,2,128,47,110,64,200,55.0,0.0,1.5,0.0,Customer\Customer_05_2.npy
225,38,Data,Data_01_1.mov,01,1,134,23,118,96,200,57.5,70.5,0.0,1.0,Data\Data_01_1.npy
226,38,Data,Data_01_2.mov,01,2,182,13,171,159,200,68.0,84.5,0.0,0.5,Data\Data_01_2.npy
227,38,Data,Data_02_1.mov,02,1,246,44,244,201,200,59.0,75.5,0.0,0.0,Data\Data_02_1.npy
228,38,Data,Data_02_2.mov,02,2,167,47,163,117,200,58.0,68.5,0.0,0.0,Data\Data_02_2.npy
229,38,Data,Data_05_1.mov,05,1,160,27,123,97,200,66.5,48.5,3.0,4.0,Data\Data_05_1.npy
230,38,Data,Data_05_2.mov,05,2,143,11,94,84,200,63.0,59.5,0.0,10.5,Data\Data_05_2.npy
231,39,Database,database_01_1.MOV,01,1,230,24,207,184,200,58.0,72.0,8.0,8.5,Database\database_01_1.npy
232,39,Database,database_01_2.MOV,01,2,120,9,103,95,200,62.5,69.0,3.0,0.0,Database\database_01_2.npy
233,39,Database,database_02_1.MOV,02,1,106,0,92,93,200,70.0,74.5,1.5,0.0,Database\database_02_1.npy
234,39,Database,database_02_2.MOV,02,2,252,15,237,223,200,82.0,84.5,0.0,2.0,Database\database_02_2.npy
235,39,Database,database_07_1.mp4,07,1,294,31,253,223,200,81.5,74.0,0.0,0.0,Database\database_07_1.npy
236,40,Datatype,Datatype_01_1.mov,01,1,311,31,269,239,200,64.5,51.0,5.0,2.5,Datatype\Datatype_01_1.npy
237,40,Datatype,Datatype_01_2.mov,01,2,222,18,186,169,200,70.0,46.5,1.5,3.5,Datatype\Datatype_01_2.npy
238,40,Datatype,Datatype_02_1.mov,02,1,323,50,304,255,200,59.0,47.0,3.0,0.0,Datatype\Datatype_02_1.npy
239,40,Datatype,Datatype_02_2.mov,02,2,212,19,170,152,200,66.5,60.5,1.0,1.0,Datatype\Datatype_02_2.npy
240,40,Datatype,Datatype_05_1.mov,05,1,252,44,208,165,200,85.0,35.0,3.0,3.5,Datatype\Datatype_05_1.npy
241,40,Datatype,Datatype_05_2.mov,05,2,183,24,154,131,200,83.0,34.5,0.0,3.5,Datatype\Datatype_05_2.npy
242,41,Date,date_01_1.MOV,01,1,205,37,199,163,200,83.0,55.0,0.0,0.0,Date\date_01_1.npy
243,41,Date,date_01_2.MOV,01,2,100,23,92,70,200,59.0,59.0,3.0,0.0,Date\date_01_2.npy
244,41,Date,date_02_1.MOV,02,1,219,31,215,185,200,87.0,60.0,0.5,2.0,Date\date_02_1.npy
245,41,Date,date_02_2.MOV,02,2,120,18,113,96,200,77.5,27.0,2.0,11.0,Date\date_02_2.npy
246,41,Date,date_07_1.mp4,07,1,50,3,49,47,200,69.0,57.5,0.0,11.5,Date\date_07_1.npy
247,42,Declare,Declare_02_1.mov,02,1,188,17,164,148,200,56.0,0.0,7.5,0.0,Declare\Declare_02_1.npy
248,42,Declare,Declare_02_2.mov,02,2,262,12,249,238,200,54.5,0.0,10.5,0.0,Declare\Declare_02_2.npy
249,42,Declare,Declare_03_1.mov,03,1,146,15,120,106,200,70.5,0.0,0.5,0.0,Declare\Declare_03_1.npy
250,42,Declare,Declare_03_2.mov,03,2,222,0,193,194,200,71.5,0.0,0.0,0.0,Declare\Declare_03_2.npy
251,42,Declare,Declare_06_1.mov,06,1,113,21,97,77,200,65.5,0.0,1.5,0.0,Declare\Declare_06_1.npy
252,42,Declare,Declare_06_2.mov,06,2,124,12,110,99,200,63.0,0.0,8.0,0.0,Declare\Declare_06_2.npy
253,43,Definition,Definition_01_1.mov,01,1,114,17,95,79,200,56.0,39.0,0.0,16.0,Definition\Definition_01_1.npy
254,43,Definition,Definition_01_2.mov,01,2,220,22,197,176,200,60.0,73.0,0.0,9.5,Definition\Definition_01_2.npy
255,43,Definition,Definition_05_1.mov,05,1,93,31,92,62,200,58.5,55.5,0.0,1.5,Definition\Definition_05_1.npy
256,43,Definition,Definition_05_2.mov,05,2,124,35,118,84,200,55.0,52.5,0.0,1.5,Definition\Definition_05_2.npy
257,43,Definition,Definition_06_1.mov,06,1,91,21,87,67,200,59.0,63.5,9.0,4.5,Definition\Definition_06_1.npy
258,43,Definition,Definition_06_2.mov,06,2,113,25,112,88,200,50.0,78.0,9.5,2.0,Definition\Definition_06_2.npy
259,44,Delete-remove-pop,Delete-remove-pop_01_1.mov,01,1,176,28,127,100,200,67.0,69.0,2.0,2.0,Delete-remove-pop\Delete-remove-pop_01_1.npy
260,44,Delete-remove-pop,Delete-remove-pop_01_2.mov,01,2,230,27,198,172,200,82.5,75.5,2.0,5.5,Delete-remove-pop\Delete-remove-pop_01_2.npy
261,44,Delete-remove-pop,Delete-remove-pop_02_1.mov,02,1,143,20,136,117,200,74.5,67.0,0.0,3.0,Delete-remove-pop\Delete-remove-pop_02_1.npy
262,44,Delete-remove-pop,Delete-remove-pop_02_2.mov,02,2,219,18,185,168,200,84.0,77.5,0.0,0.5,Delete-remove-pop\Delete-remove-pop_02_2.npy
263,44,Delete-remove-pop,Delete-remove-pop_05_1.mov,05,1,159,47,135,89,200,78.0,44.0,0.0,2.0,Delete-remove-pop\Delete-remove-pop_05_1.npy
264,44,Delete-remove-pop,Delete-remove-pop_05_2.mov,05,2,183,20,134,115,200,81.0,70.0,0.0,4.0,Delete-remove-pop\Delete-remove-pop_05_2.npy
265,45,Depend,Depend_02_1.MOV,02,1,140,23,123,101,200,73.0,16.0,0.0,0.0,Depend\Depend_02_1.npy
266,45,Depend,Depend_02_2.MOV,02,2,88,6,63,58,200,57.5,9.0,0.0,0.0,Depend\Depend_02_2.npy
267,45,Depend,Depend_03_1.MOV,03,1,177,57,163,107,200,69.5,29.0,0.0,0.0,Depend\Depend_03_1.npy
268,45,Depend,Depend_03_2.MOV,03,2,99,26,86,61,200,54.5,30.0,0.0,5.0,Depend\Depend_03_2.npy
269,45,Depend,Depend_05_1.MOV,05,1,108,28,91,64,200,54.0,2.0,0.0,0.0,Depend\Depend_05_1.npy
270,45,Depend,Depend_05_2.MOV,05,2,148,36,123,88,200,60.5,1.5,0.0,0.0,Depend\Depend_05_2.npy
271,46,Derived,Derived_01_1.MOV,01,1,166,27,148,122,200,66.5,78.0,0.0,3.5,Derived\Derived_01_1.npy
272,46,Derived,Derived_01_2.MOV,01,2,412,52,388,337,200,77.0,84.0,0.0,2.0,Derived\Derived_01_2.npy
273,46,Derived,Derived_02_1.MOV,02,1,179,23,176,154,200,71.5,76.5,1.0,4.5,Derived\Derived_02_1.npy
274,46,Derived,Derived_02_2.MOV,02,2,357,38,339,302,200,69.0,89.5,0.0,2.0,Derived\Derived_02_2.npy
275,46,Derived,Derived_07_1.mp4,07,1,286,19,278,260,200,81.0,82.5,3.5,2.0,Derived\Derived_07_1.npy
276,47,Description,Description_02_1.MOV,02,1,253,13,246,234,200,89.0,64.0,0.0,0.5,Description\Description_02_1.npy
277,47,Description,Description_02_2.MOV,02,2,181,9,163,155,200,84.0,54.0,0.0,0.0,Description\Description_02_2.npy
278,47,Description,Description_03_1.MOV,03,1,295,30,294,265,200,82.5,55.5,0.0,0.0,Description\Description_03_1.npy
279,47,Description,Description_03_2.MOV,03,2,215,31,198,168,200,77.5,54.0,5.5,0.0,Description\Description_03_2.npy
280,47,Description,Description_05_1.MOV,05,1,229,46,209,164,200,78.5,54.5,0.5,2.5,Description\Description_05_1.npy
281,47,Description,Description_05_2.MOV,05,2,186,44,170,127,200,72.5,54.0,1.0,0.0,Description\Description_05_2.npy
282,48,Destroy,Destroy_01_1.mov,01,1,122,30,83,54,200,56.5,48.5,2.0,2.0,Destroy\Destroy_01_1.npy
283,48,Destroy,Destroy_01_2.mov,01,2,150,15,119,105,200,40.0,42.0,2.0,0.0,Destroy\Destroy_01_2.npy
284,48,Destroy,Destroy_02_1.mov,02,1,135,17,93,77,200,62.5,56.5,4.0,8.0,Destroy\Destroy_02_1.npy
285,48,Destroy,Destroy_02_2.mov,02,2,180,28,127,100,200,74.0,72.0,2.0,4.0,Destroy\Destroy_02_2.npy
286,48,Destroy,Destroy_05_1.mov,05,1,206,79,167,89,200,75.5,60.5,0.0,11.0,Destroy\Destroy_05_1.npy
287,48,Destroy,Destroy_05_2.mov,05,2,217,53,157,105,200,69.0,52.0,3.5,4.0,Destroy\Destroy_05_2.npy
288,49,Diamond,diamond_01_1.MOV,01,1,187,38,182,145,200,60.0,78.0,0.5,1.0,Diamond\diamond_01_1.npy
289,49,Diamond,diamond_01_2.MOV,01,2,118,30,101,72,200,61.0,56.0,6.0,0.0,Diamond\diamond_01_2.npy
290,49,Diamond,diamond_02_1.MOV,02,1,262,42,261,220,200,54.5,87.0,0.0,0.0,Diamond\diamond_02_1.npy
291,49,Diamond,diamond_02_2.MOV,02,2,120,18,116,99,200,58.0,76.0,3.0,0.0,Diamond\diamond_02_2.npy
292,49,Diamond,diamond_07_1.mp4,07,1,65,5,64,60,200,78.0,65.5,0.0,0.0,Diamond\diamond_07_1.npy
293,50,Disjoint,disjoint_01_1.MOV,01,1,137,33,122,90,200,72.5,76.0,0.0,0.0,Disjoint\disjoint_01_1.npy
294,50,Disjoint,disjoint_01_2.MOV,01,2,109,36,90,55,200,59.0,62.5,0.0,2.0,Disjoint\disjoint_01_2.npy
295,50,Disjoint,disjoint_02_1.MOV,02,1,162,25,155,131,200,84.0,84.0,0.0,0.0,Disjoint\disjoint_02_1.npy
296,50,Disjoint,disjoint_02_2.MOV,02,2,89,14,85,72,200,74.0,74.5,0.0,0.0,Disjoint\disjoint_02_2.npy
297,50,Disjoint,disjoint_07_1.mp4,07,1,55,0,49,50,200,67.0,65.0,2.0,14.0,Disjoint\disjoint_07_1.npy
298,51,Domain,domain_01_1.MOV,01,1,238,39,212,174,200,68.0,83.5,0.0,0.5,Domain\domain_01_1.npy
299,51,Domain,domain_01_2.MOV,01,2,127,20,110,91,200,41.0,76.5,0.0,2.0,Domain\domain_01_2.npy
300,51,Domain,domain_02_1.MOV,02,1,267,37,253,217,200,59.5,89.0,0.0,1.5,Domain\domain_02_1.npy
301,51,Domain,domain_02_2.MOV,02,2,137,24,127,104,200,59.0,79.0,1.0,2.0,Domain\domain_02_2.npy
302,51,Domain,domain_07_1.mp4,07,1,171,0,159,160,200,80.0,86.0,2.0,1.0,Domain\domain_07_1.npy
303,52,dot operator,dot operator_02_1.mov,02,1,86,11,68,58,200,52.5,0.0,0.0,0.0,dot operator\dot operator_02_1.npy
304,52,dot operator,dot operator_02_2.mov,02,2,184,18,174,157,200,78.0,0.0,0.0,0.0,dot operator\dot operator_02_2.npy
305,52,dot operator,dot operator_03_1.mov,03,1,83,14,69,56,200,54.0,0.0,0.0,0.0,dot operator\dot operator_03_1.npy
306,52,dot operator,dot operator_03_2.mov,03,2,141,24,130,107,200,57.5,0.0,1.5,0.0,dot operator\dot operator_03_2.npy
307,52,dot operator,dot operator_06_1.mov,06,1,91,32,90,59,200,45.0,0.0,3.0,0.0,dot operator\dot operator_06_1.npy
308,52,dot operator,dot operator_06_2.mov,06,2,96,24,91,68,200,49.0,0.0,0.0,0.0,dot operator\dot operator_06_2.npy
309,53,Double,Double_02_1.mov,02,1,124,14,112,99,200,38.5,60.0,0.0,5.0,Double\Double_02_1.npy
310,53,Double,Double_02_2.mov,02,2,242,13,233,221,200,56.5,81.0,0.0,0.0,Double\Double_02_2.npy
311,53,Double,Double_03_1.mov,03,1,109,9,96,88,200,43.5,67.5,0.0,1.0,Double\Double_03_1.npy
312,53,Double,Double_03_3.mov,03,3,163,7,139,133,200,49.0,80.0,0.0,0.0,Double\Double_03_3.npy
313,53,Double,Double_06_1.mov,06,1,92,27,86,60,200,57.5,62.0,0.0,0.0,Double\Double_06_1.npy
314,53,Double,Double_06_2.mov,06,2,127,31,111,81,200,63.5,72.0,1.0,0.0,Double\Double_06_2.npy
315,54,element,element_03_1.MOV,03,1,165,30,164,135,200,71.5,4.5,0.0,0.0,element\element_03_1.npy
316,54,element,element_03_2.MOV,03,2,108,0,93,94,200,50.5,0.0,0.0,0.0,element\element_03_2.npy
317,54,element,element_05_1.MOV,05,1,138,40,134,95,200,69.0,3.5,0.0,2.0,element\element_05_1.npy
318,54,element,element_05_2.MOV,05,2,124,29,101,73,200,62.0,5.5,0.0,5.5,element\element_05_2.npy
319,54,element,element_06_1.MOV,06,1,98,29,97,69,200,77.5,0.0,0.0,0.0,element\element_06_1.npy
320,54,element,element_06_2.MOV,06,2,107,27,85,59,200,58.5,0.0,1.5,0.0,element\element_06_2.npy
321,55,Else,Else_01_1.MOV,01,1,120,21,93,73,200,56.5,0.0,0.0,0.0,Else\Else_01_1.npy
322,55,Else,Else_01_2.MOV,01,2,197,0,165,166,200,57.0,0.0,0.0,0.0,Else\Else_01_2.npy
323,55,Else,Else_05_1.MOV,05,1,83,24,79,56,200,47.0,0.0,0.0,0.0,Else\Else_05_1.npy
324,55,Else,Else_05_2.MOV,05,2,101,0,94,95,200,39.0,0.0,2.0,0.0,Else\Else_05_2.npy
325,55,Else,Else_06_1.MOV,06,1,83,30,82,53,200,42.5,0.0,0.0,0.0,Else\Else_06_1.npy
326,55,Else,Else_06_2.MOV,06,2,109,25,108,84,200,52.0,0.0,5.5,0.0,Else\Else_06_2.npy
327,56,End,End_01_1.MOV,01,1,110,20,102,83,200,69.5,69.5,0.0,0.0,End\End_01_1.npy
328,56,End,End_01_2.MOV,01,2,207,33,171,139,200,74.5,53.0,0.0,16.0,End\End_01_2.npy
329,56,End,End_05_1.MOV,05,1,108,38,107,70,200,57.5,62.5,1.5,5.0,End\End_05_1.npy
330,56,End,End_05_2.MOV,05,2,137,31,133,103,200,80.0,71.0,1.0,4.0,End\End_05_2.npy
331,56,End,End_06_1.MOV,06,1,99,18,96,79,200,60.0,67.5,1.5,4.0,End\End_06_1.npy
332,56,End,End_06_2.MOV,06,2,122,23,121,99,200,76.0,75.0,3.0,0.0,End\End_06_2.npy
333,57,Equal_equlaity,Equal_equlaity_01_1.mov,01,1,140,20,123,104,200,55.0,55.0,0.0,1.0,Equal_equlaity\Equal_equlaity_01_1.npy
334,57,Equal_equlaity,Equal_equlaity_01_2.mov,01,2,210,17,193,177,200,67.0,74.5,1.0,1.5,Equal_equlaity\Equal_equlaity_01_2.npy
335,57,Equal_equlaity,Equal_equlaity_02_1.mov,02,1,162,16,138,123,200,69.5,64.0,0.5,0.0,Equal_equlaity\Equal_equlaity_02_1.npy
336,57,Equal_equlaity,Equal_equlaity_02_2.mov,02,2,248,22,205,184,200,73.5,72.5,0.0,2.0,Equal_equlaity\Equal_equlaity_02_2.npy
337,57,Equal_equlaity,Equal_equlaity_05_1.mov,05,1,175,50,158,109,200,74.5,68.0,0.0,2.0,Equal_equlaity\Equal_equlaity_05_1.npy
338,57,Equal_equlaity,Equal_equlaity_05_2.mov,05,2,229,51,189,139,200,79.5,75.0,0.0,0.0,Equal_equlaity\Equal_equlaity_05_2.npy
339,58,Error,Error_01_1.mov,01,1,144,29,124,96,200,42.0,0.0,6.5,0.0,Error\Error_01_1.npy
340,58,Error,Error_01_2.mov,01,2,224,36,191,156,200,71.5,1.0,11.5,0.0,Error\Error_01_2.npy
341,58,Error,Error_02_1.mov,02,1,166,23,140,118,200,72.0,0.0,1.0,0.0,Error\Error_02_1.npy
342,58,Error,Error_02_2.mov,02,2,234,47,217,171,200,71.0,0.0,0.5,0.0,Error\Error_02_2.npy
343,58,Error,Error_05_1.mov,05,1,157,42,142,101,200,64.0,2.0,0.0,0.0,Error\Error_05_1.npy
344,58,Error,Error_05_2.mov,05,2,228,45,227,183,200,36.5,1.0,0.0,0.0,Error\Error_05_2.npy
345,59,Example,Example_01_1.mov,01,1,134,25,112,88,200,49.0,0.0,0.0,0.0,Example\Example_01_1.npy
346,59,Example,Example_01_2.mov,01,2,163,18,148,131,200,53.5,0.0,0.0,0.0,Example\Example_01_2.npy
347,59,Example,Example_02_1.mov,02,1,130,11,110,100,200,56.0,0.0,1.0,0.0,Example\Example_02_1.npy
348,59,Example,Example_02_2.mov,02,2,232,21,193,173,200,76.0,0.0,1.0,0.0,Example\Example_02_2.npy
349,59,Example,Example_05_1.mov,05,1,156,20,105,86,200,74.0,0.0,1.0,0.0,Example\Example_05_1.npy
350,59,Example,Example_05_2.mov,05,2,175,21,119,99,200,77.0,0.0,1.0,0.0,Example\Example_05_2.npy
351,60,Exercise,Exercise_02_1.MOV,02,1,131,10,109,100,200,70.0,0.0,0.0,0.0,Exercise\Exercise_02_1.npy
352,60,Exercise,Exercise_02_2.MOV,02,2,170,28,162,135,200,75.0,0.0,0.5,0.0,Exercise\Exercise_02_2.npy
353,60,Exercise,Exercise_03_1.MOV,03,1,113,9,96,88,200,58.0,0.0,1.5,0.0,Exercise\Exercise_03_1.npy
354,60,Exercise,Exercise_03_2.MOV,03,2,189,25,186,162,200,75.0,0.0,0.5,0.0,Exercise\Exercise_03_2.npy
355,60,Exercise,Exercise_06_1.MOV,06,1,109,33,98,66,200,58.0,0.0,0.0,0.0,Exercise\Exercise_06_1.npy
356,60,Exercise,Exercise_06_2.MOV,06,2,108,24,100,77,200,71.0,0.0,0.0,0.0,Exercise\Exercise_06_2.npy
357,61,Exist,Exist_01_1.MOV,01,1,164,0,148,149,200,18.5,37.0,16.0,8.0,Exist\Exist_01_1.npy
358,61,Exist,Exist_01_2.MOV,01,2,100,21,87,67,200,48.5,51.5,10.5,1.5,Exist\Exist_01_2.npy
359,61,Exist,Exist_05_1.MOV,05,1,139,42,130,89,200,52.0,51.0,0.0,0.0,Exist\Exist_05_1.npy
360,61,Exist,Exist_05_2.MOV,05,2,116,33,95,63,200,46.5,45.0,1.5,0.0,Exist\Exist_05_2.npy
361,61,Exist,Exist_06_1.MOV,06,1,125,30,99,70,200,54.5,52.0,0.0,1.5,Exist\Exist_06_1.npy
362,61,Exist,Exist_06_2.MOV,06,2,105,24,85,62,200,55.5,54.0,0.0,0.0,Exist\Exist_06_2.npy
363,62,Figure,Figure_01_1.mov,01,1,91,10,82,73,200,38.5,31.0,0.0,5.0,Figure\Figure_01_1.npy
364,62,Figure,Figure_01_2.MOV,01,2,145,19,135,117,200,73.0,68.5,0.0,0.0,Figure\Figure_01_2.npy
365,62,Figure,Figure_05_1.MOV,05,1,116,21,88,68,200,49.0,53.5,0.0,0.0,Figure\Figure_05_1.npy
366,62,Figure,Figure_05_2.mov,05,2,112,23,105,83,200,63.0,61.5,0.0,0.0,Figure\Figure_05_2.npy
367,62,Figure,Figure_06_1.mov,06,1,88,22,87,66,200,64.0,64.0,0.0,0.0,Figure\Figure_06_1.npy
368,62,Figure,Figure_06_2.mov,06,2,82,24,78,55,200,58.5,62.5,0.0,0.0,Figure\Figure_06_2.npy
369,63,First out,First out_02_1.MOV,02,1,136,24,111,88,200,49.0,57.0,5.0,0.0,First out\First out_02_1.npy
370,63,First out,First out_02_2.MOV,02,2,163,19,156,138,200,62.0,43.5,1.0,3.0,First out\First out_02_2.npy
371,63,First out,First out_03_1.MOV,03,1,229,42,228,187,200,83.5,67.0,0.0,0.0,First out\First out_03_1.npy
372,63,First out,First out_03_2.MOV,03,2,154,44,147,104,200,67.5,47.5,3.0,7.5,First out\First out_03_2.npy
373,63,First out,First out_05_1.MOV,05,1,157,27,142,116,200,65.5,35.5,7.0,0.0,First out\First out_05_1.npy
374,63,First out,First out_05_2.MOV,05,2,122,28,107,80,200,67.0,27.5,1.0,0.0,First out\First out_05_2.npy
375,63,First out,First out_06_1.MOV,06,1,116,0,105,106,200,60.5,80.0,1.0,4.0,First out\First out_06_1.npy
376,63,First out,First out_06_2.MOV,06,2,142,37,134,98,200,73.0,51.5,5.0,2.0,First out\First out_06_2.npy
377,64,Foreign key,Foreign key_01_1.MOV,01,1,152,25,136,112,200,63.0,58.5,3.5,4.5,Foreign key\Foreign key_01_1.npy
378,64,Foreign key,Foreign key_01_2.MOV,01,2,236,20,212,193,200,70.0,85.5,2.0,1.0,Foreign key\Foreign key_01_2.npy
379,64,Foreign key,Foreign key_02_1.MOV,02,1,216,9,215,207,200,78.5,91.0,0.0,2.0,Foreign key\Foreign key_02_1.npy
380,64,Foreign key,Foreign key_02_2.MOV,02,2,155,16,151,136,200,69.0,76.5,1.0,3.0,Foreign key\Foreign key_02_2.npy
381,64,Foreign key,Foreign key_07_1.mp4,07,1,196,0,195,196,200,81.5,86.0,1.5,0.0,Foreign key\Foreign key_07_1.npy
382,65,Front,Front_01_1.MOV,01,1,105,19,79,61,200,51.5,0.0,1.5,0.0,Front\Front_01_1.npy
383,65,Front,Front_01_2.MOV,01,2,157,0,135,136,200,51.0,0.0,0.0,0.0,Front\Front_01_2.npy
384,65,Front,Front_05_1.MOV,05,1,106,29,96,68,200,62.0,59.0,0.0,0.0,Front\Front_05_1.npy
385,65,Front,Front_05_2.MOV,05,2,114,32,109,78,200,65.0,64.5,3.5,0.0,Front\Front_05_2.npy
386,65,Front,Front_06_1.MOV,06,1,97,25,88,64,200,53.5,58.5,0.0,0.0,Front\Front_06_1.npy
387,65,Front,Front_06_2.MOV,06,2,98,23,95,73,200,58.0,63.5,0.0,1.5,Front\Front_06_2.npy
388,66,Full,Full_01_1.MOV,01,1,90,12,73,62,200,26.0,16.0,8.5,13.5,Full\Full_01_1.npy
389,66,Full,Full_01_2.MOV,01,2,141,35,127,93,200,58.0,57.5,7.0,18.0,Full\Full_01_2.npy
390,66,Full,Full_05_1.MOV,05,1,119,53,114,62,200,50.5,55.5,11.5,0.0,Full\Full_05_1.npy
391,66,Full,Full_05_2.MOV,05,2,98,22,97,76,200,72.5,74.5,7.5,0.0,Full\Full_05_2.npy
392,66,Full,Full_06_1.MOV,06,1,96,25,82,58,200,53.0,54.0,10.0,0.0,Full\Full_06_1.npy
393,66,Full,Full_06_2.MOV,06,2,116,31,98,68,200,56.5,56.0,7.0,0.0,Full\Full_06_2.npy
394,67,Function,function_01_1.MOV,01,1,175,9,145,137,200,34.0,66.5,0.0,4.0,Function\function_01_1.npy
395,67,Function,function_01_2.MOV,01,2,85,0,68,69,200,46.5,43.0,0.0,12.5,Function\function_01_2.npy
396,67,Function,function_02_1.MOV,02,1,129,10,128,119,200,55.5,75.0,2.5,0.0,Function\function_02_1.npy
397,67,Function,function_02_2.MOV,02,2,201,12,182,171,200,53.5,77.5,1.0,1.0,Function\function_02_2.npy
398,67,Function,function_07_1.mp4,07,1,224,21,198,178,200,81.0,84.0,2.0,0.0,Function\function_07_1.npy
399,68,Graphics,Graphics_02_1.MOV,02,1,273,27,272,246,200,64.5,90.5,7.0,4.0,Graphics\Graphics_02_1.npy
400,68,Graphics,Graphics_02_2.MOV,02,2,129,13,128,116,200,54.0,59.0,6.5,14.0,Graphics\Graphics_02_2.npy
401,68,Graphics,Graphics_03_1.MOV,03,1,172,37,156,120,200,63.5,75.5,3.5,0.0,Graphics\Graphics_03_1.npy
402,68,Graphics,Graphics_03_2.MOV,03,2,312,53,286,234,200,75.5,86.0,2.5,0.5,Graphics\Graphics_03_2.npy
403,68,Graphics,Graphics_05_1.MOV,05,1,147,31,146,116,200,52.0,51.5,10.5,4.0,Graphics\Graphics_05_1.npy
404,68,Graphics,Graphics_05_2.MOV,05,2,157,28,152,125,200,76.5,69.5,1.5,7.5,Graphics\Graphics_05_2.npy
405,69,Hashtag,Hashtag_01_1.MOV,01,1,95,13,84,72,200,59.0,0.0,2.5,0.0,Hashtag\Hashtag_01_1.npy
406,69,Hashtag,Hashtag_01_2.MOV,01,2,161,24,159,136,200,66.5,0.0,1.5,0.0,Hashtag\Hashtag_01_2.npy
407,69,Hashtag,Hashtag_05_1.MOV,05,1,93,21,92,72,200,60.0,0.0,0.0,0.0,Hashtag\Hashtag_05_1.npy
408,69,Hashtag,Hashtag_05_2.MOV,05,2,113,19,112,94,200,64.5,0.0,0.0,0.0,Hashtag\Hashtag_05_2.npy
409,69,Hashtag,Hashtag_06_1.MOV,06,1,85,12,84,73,200,56.0,0.0,3.0,0.0,Hashtag\Hashtag_06_1.npy
410,69,Hashtag,Hashtag_06_2.MOV,06,2,111,23,110,88,200,66.5,0.0,2.0,0.0,Hashtag\Hashtag_06_2.npy
411,70,Higher,Higher_01_1.MOV,01,1,106,20,105,86,200,33.0,64.5,1.0,10.5,Higher\Higher_01_1.npy
412,70,Higher,Higher_01_2.MOV,01,2,168,26,167,142,200,51.5,70.5,4.5,7.5,Higher\Higher_01_2.npy
413,70,Higher,Higher_03_1.MOV,03,1,105,28,79,52,200,54.5,47.0,2.0,0.0,Higher\Higher_03_1.npy
414,70,Higher,Higher_03_2.MOV,03,2,126,33,108,76,200,49.0,58.5,1.5,0.0,Higher\Higher_03_2.npy
415,70,Higher,Higher_06_1.MOV,06,1,103,15,84,70,200,65.0,63.5,0.0,0.0,Higher\Higher_06_1.npy
416,70,Higher,Higher_06_2.MOV,06,2,115,17,100,84,200,67.0,72.0,0.0,2.5,Higher\Higher_06_2.npy
417,71,Hold,Hold_01_1.MOV,01,1,161,27,149,123,200,48.0,56.5,0.0,10.5,Hold\Hold_01_1.npy
418,71,Hold,Hold_01_2.MOV,01,2,232,53,231,179,200,51.0,72.0,1.0,8.0,Hold\Hold_01_2.npy
419,71,Hold,Hold_05_1.MOV,05,1,123,30,108,79,200,60.0,60.5,3.5,1.0,Hold\Hold_05_1.npy
420,71,Hold,Hold_05_2.MOV,05,2,142,35,126,92,200,74.5,62.0,0.0,9.0,Hold\Hold_05_2.npy
421,71,Hold,Hold_06_1.MOV,06,1,90,17,84,68,200,62.0,37.5,1.5,17.5,Hold\Hold_06_1.npy
422,71,Hold,Hold_06_2.MOV,06,2,131,25,126,102,200,67.0,63.0,1.0,12.0,Hold\Hold_06_2.npy
423,72,Id- identifier,Id- identifier_02_1.MOV,02,1,178,11,177,167,200,82.0,0.0,0.5,0.0,Id- identifier\Id- identifier_02_1.npy
424,72,Id- identifier,Id- identifier_02_2.MOV,02,2,128,13,119,107,200,67.5,0.0,0.0,0.0,Id- identifier\Id- identifier_02_2.npy
425,72,Id- identifier,Id- identifier_03_1.MOV,03,1,128,14,114,101,200,64.0,0.0,0.0,0.0,Id- identifier\Id- identifier_03_1.npy
426,72,Id- identifier,Id- identifier_03_2.MOV,03,2,177,28,156,129,200,66.5,0.0,0.0,0.0,Id- identifier\Id- identifier_03_2.npy
427,72,Id- identifier,Id- identifier_05_1.MOV,05,1,147,33,146,114,200,59.5,0.0,2.5,0.0,Id- identifier\Id- identifier_05_1.npy
428,72,Id- identifier,Id- identifier_05_2.MOV,05,2,140,34,139,106,200,49.5,2.5,0.0,1.0,Id- identifier\Id- identifier_05_2.npy
429,73,If,If_01_1.MOV,01,1,130,5,107,103,200,71.0,37.0,1.0,0.0,If\If_01_1.npy
430,73,If,If_01_2.MOV,01,2,179,18,158,141,200,79.5,47.5,1.5,0.0,If\If_01_2.npy
431,73,If,If_05_1.MOV,05,1,119,13,106,94,200,71.5,36.0,3.5,1.0,If\If_05_1.npy
432,73,If,If_05_2.MOV,05,2,139,27,138,112,200,72.5,38.0,2.0,1.0,If\If_05_2.npy
